Response_ID,User_ID,Date_Response,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response
1832,1992,2015-01-20,True,False,False,False,False,True
360,4246,2015-01-24,False,False,False,False,False,False
2020,10623,2015-03-10,False,False,False,False,False,False
534,4867,2015-03-17,False,False,False,False,False,False
528,3112,2015-01-26,False,False,False,False,False,False
188,4865,2015-02-18,False,False,False,False,False,True
1965,6287,2015-02-11,False,False,False,False,False,True
1945,4405,2015-03-22,False,False,False,False,False,False
1085,5332,2015-03-09,False,False,False,False,False,False
1660,1519,2015-01-26,False,False,False,False,False,True
76,9080,2015-03-21,False,False,False,False,False,False
1736,1772,2015-02-18,True,False,False,False,True,True
531,5341,2015-02-27,False,False,False,False,True,False
298,5510,2015-01-27,False,False,False,False,False,False
1940,3887,2015-03-04,False,False,False,False,False,True
1779,7022,2015-02-16,False,False,False,False,False,False
667,9999,2015-01-30,False,False,False,False,False,False
852,10352,2015-02-12,False,False,False,False,False,True
1379,7919,2015-01-19,False,False,False,False,False,True
2112,4114,2015-03-23,False,False,False,False,False,False
526,7990,2015-03-29,False,False,False,False,False,False
2163,9888,2015-01-16,False,False,False,False,False,False
987,4399,2015-03-08,False,False,False,False,False,False
649,4452,2015-01-29,True,False,False,True,False,True
240,4785,2015-03-22,False,False,False,False,False,False
1004,8461,2015-01-09,False,False,False,False,False,False
648,3878,2015-01-18,False,False,False,False,False,False
616,9612,2015-03-10,False,False,False,False,False,False
1712,4098,2015-02-11,False,False,False,False,False,False
386,158,2015-01-14,False,False,True,False,False,True
712,3896,2015-03-04,False,False,False,False,False,False
2153,9970,2015-01-14,False,False,False,False,False,False
1487,4002,2015-03-31,False,False,False,False,False,False
1123,10914,2015-01-25,False,False,False,False,False,False
636,7279,2015-01-06,False,False,False,False,False,False
2142,10582,2015-03-07,False,False,False,False,False,False
1257,4470,2015-01-10,False,False,False,False,False,False
1419,6183,2015-01-17,False,False,False,False,False,False
691,6379,2015-02-10,False,False,False,False,False,True
61,8601,2015-03-03,False,False,False,False,False,False
17,4827,2015-01-29,False,False,False,False,False,True
437,6715,2015-02-04,False,False,False,False,False,False
597,10676,2015-02-03,False,False,False,False,False,True
1903,1041,2015-03-19,False,False,False,False,False,True
1113,492,2015-02-12,False,False,False,False,False,False
650,11133,2015-01-10,False,False,False,False,False,True
1118,4491,2015-01-27,False,False,False,True,False,False
1399,873,2015-03-09,False,False,False,True,False,True
2147,1631,2015-01-04,False,False,False,False,False,True
1140,8278,2015-03-26,False,False,False,False,False,False
1685,6815,2015-01-23,True,False,True,False,True,True
455,254,2015-01-21,False,False,False,True,False,False
583,1349,2015-03-23,False,False,False,False,False,False
906,2534,2015-01-24,False,False,False,False,False,False
644,2130,2015-01-12,False,False,False,False,False,True
1512,2296,2015-02-20,False,False,True,False,False,False
606,3799,2015-01-16,False,False,False,False,False,False
314,11084,2015-01-22,False,False,False,False,False,True
1928,5172,2015-02-09,False,False,False,False,False,False
8,9504,2015-03-30,False,False,False,False,False,True
2146,850,2015-03-03,False,False,False,False,False,False
919,4477,2015-01-11,False,False,False,False,False,False
1576,1945,2015-01-17,True,False,False,True,False,False
1770,7685,2015-02-28,False,False,False,False,False,False
134,6310,2015-03-30,False,False,False,False,False,False
1418,10832,2015-02-18,False,False,False,False,False,False
2107,3025,2015-02-21,False,False,False,False,False,False
1284,2404,2015-01-26,False,False,False,False,False,False
1239,8581,2015-01-02,False,False,False,False,False,False
1363,8755,2015-03-24,False,False,False,False,False,False
970,10177,2015-03-08,False,False,False,False,False,False
1652,2429,2015-03-30,False,False,False,False,False,False
347,8920,2015-01-29,False,False,False,False,False,False
1200,8430,2015-03-15,False,False,False,False,False,False
1124,8619,2015-03-30,False,False,False,False,False,False
1133,8996,2015-03-26,False,False,False,False,False,False
1731,7233,2015-01-04,True,False,False,False,False,False
143,6678,2015-02-11,False,False,False,False,False,False
801,830,2015-02-20,True,False,False,False,True,True
1765,6365,2015-02-28,False,False,False,False,False,False
63,6770,2015-03-14,False,False,True,False,False,True
660,2261,2015-02-21,False,False,False,False,False,False
1539,1031,2015-01-29,False,False,False,False,True,False
1266,10089,2015-02-12,True,True,False,True,True,True
836,9256,2015-03-15,False,False,False,False,False,False
326,10641,2015-01-24,False,False,False,False,False,False
226,624,2015-02-22,False,False,True,False,False,True
522,4211,2015-03-12,False,False,False,False,False,False
1320,1407,2015-02-13,False,False,False,False,False,False
1001,10356,2015-02-09,False,False,False,False,False,False
1695,9323,2015-02-14,False,False,True,False,False,True
530,1146,2015-01-23,False,False,True,False,False,True
1657,6343,2015-01-19,False,False,False,True,False,False
556,8545,2015-03-11,True,True,False,True,True,True
1478,8275,2015-02-16,False,False,False,False,False,False
784,10673,2015-01-17,False,False,False,False,False,False
1474,8799,2015-01-27,False,False,False,False,False,False
2217,67,2015-03-24,False,False,False,False,False,False
810,9923,2015-03-26,False,False,False,False,False,False
1859,2814,2015-01-02,False,False,False,False,False,False
1974,2711,2015-01-30,False,False,False,False,False,False
463,4320,2015-02-04,False,False,False,False,False,False
756,10451,2015-03-11,False,False,False,False,False,False
98,4198,2015-02-05,False,False,False,False,False,False
973,10814,2015-02-08,False,False,False,False,False,True
1579,944,2015-03-07,False,False,False,False,False,False
824,8151,2015-01-12,False,False,False,False,False,False
246,6184,2015-01-21,False,False,False,False,False,False
2005,3498,2015-02-25,False,False,True,False,False,True
1611,2870,2015-02-12,False,False,False,False,False,False
1530,7342,2015-02-12,False,False,False,False,False,False
1865,1911,2015-02-20,False,False,False,False,False,False
679,10862,2015-03-14,False,False,False,False,False,False
1564,2546,2015-03-12,False,False,False,False,False,False
1225,3005,2015-01-11,True,False,True,False,False,True
64,8318,2015-02-21,False,False,False,False,True,False
107,2930,2015-03-31,False,False,False,False,False,False
6,8216,2015-01-12,False,False,False,False,False,False
1143,1212,2015-01-28,False,False,True,False,False,False
171,2541,2015-02-28,False,False,False,False,False,False
1604,10659,2015-03-12,False,False,False,False,False,False
986,10905,2015-03-16,False,False,False,False,False,True
745,8910,2015-01-03,False,False,False,False,False,True
601,7349,2015-03-26,False,False,False,False,False,True
901,7872,2015-01-03,True,False,True,False,True,True
1819,4290,2015-03-14,False,False,False,False,False,False
988,7408,2015-01-09,False,False,False,False,False,False
1277,9986,2015-03-09,False,False,False,False,False,True
233,8235,2015-03-09,False,False,False,False,False,False
313,10949,2015-01-01,True,False,False,False,False,True
242,7284,2015-02-16,False,False,False,False,False,False
1038,9529,2015-03-30,True,False,False,False,False,True
707,9930,2015-03-02,False,False,False,False,False,False
266,10270,2015-03-10,False,False,False,False,False,False
1495,760,2015-03-28,False,False,False,False,False,False
280,5519,2015-03-17,False,False,False,False,False,True
1219,232,2015-03-02,False,False,False,False,False,False
680,3009,2015-01-26,False,True,False,True,True,True
47,6518,2015-02-25,False,False,False,False,False,False
1858,10669,2015-02-23,False,False,False,False,False,False
1082,5682,2015-01-02,False,False,False,False,False,False
97,1570,2015-01-26,False,False,False,False,False,False
169,1497,2015-01-19,False,False,False,False,False,False
1331,9723,2015-03-31,False,False,False,True,False,False
189,7261,2015-02-05,False,False,False,False,False,True
1785,2452,2015-01-09,False,False,False,False,False,True
915,5621,2015-03-16,False,False,False,False,False,True
227,10995,2015-03-14,False,False,False,False,False,False
224,7373,2015-01-16,False,False,False,False,False,True
341,5331,2015-02-05,False,False,False,False,False,False
1012,263,2015-01-13,False,False,False,False,False,True
225,4619,2015-01-21,False,False,False,False,False,False
822,940,2015-02-28,False,False,False,False,False,False
1035,10084,2015-02-01,False,False,False,False,False,False
311,6019,2015-02-09,False,False,True,False,False,True
395,1463,2015-03-13,False,False,False,False,False,False
133,6424,2015-02-03,False,False,False,False,False,False
1623,8233,2015-02-15,False,False,False,True,False,False
989,1515,2015-01-04,False,False,False,False,False,False
1823,10855,2015-01-11,False,False,False,False,False,False
950,10909,2015-01-23,False,False,True,False,True,False
30,3376,2015-01-13,False,False,False,False,False,False
2205,10232,2015-03-23,False,False,False,False,False,False
566,5547,2015-02-08,False,False,False,True,True,True
1618,8362,2015-02-27,False,False,False,True,True,True
1950,3524,2015-02-04,False,False,False,False,False,True
1761,10095,2015-02-19,False,False,False,False,False,False
2215,8897,2015-02-20,False,False,False,False,False,True
1737,466,2015-03-18,False,False,False,False,False,False
1963,11025,2015-02-06,False,False,False,False,False,False
1666,2387,2015-03-05,False,False,False,False,False,True
1003,1618,2015-03-09,False,False,True,False,False,True
125,25,2015-02-24,False,False,False,False,False,False
374,3277,2015-03-05,False,False,False,False,False,False
1182,8566,2015-02-12,False,False,False,False,False,False
711,2634,2015-01-31,False,False,False,False,False,True
415,8036,2015-02-26,False,False,False,False,False,False
1373,8159,2015-03-01,False,False,False,False,False,False
658,7628,2015-01-30,False,False,False,False,False,False
2010,9597,2015-03-27,False,False,False,False,False,False
1855,1384,2015-03-24,False,False,True,False,False,False
592,10150,2015-02-27,True,False,False,False,False,True
126,3885,2015-01-06,False,False,True,False,False,True
1496,11003,2015-03-13,False,False,False,False,False,False
399,8026,2015-01-26,False,False,False,False,False,False
1610,577,2015-01-29,False,False,False,False,False,False
1065,8702,2015-02-18,False,False,False,False,False,False
49,5429,2015-03-21,False,False,False,False,False,False
443,977,2015-02-19,False,False,False,False,False,False
208,2793,2015-02-27,False,False,False,False,False,False
1115,1071,2015-02-05,False,False,False,False,False,False
1948,5074,2015-01-12,False,False,False,False,False,False
719,2632,2015-03-20,False,False,True,False,False,True
553,6404,2015-02-08,False,False,False,False,False,False
180,10240,2015-03-09,False,False,False,True,True,True
885,2521,2015-03-07,False,False,True,False,False,True
2036,4301,2015-01-24,False,False,True,False,False,True
1129,7381,2015-01-22,True,False,False,True,True,True
1760,2407,2015-02-15,False,False,False,False,True,True
1080,9064,2015-01-02,False,False,False,False,True,True
1589,5067,2015-01-25,True,True,False,True,True,False
757,10281,2015-01-16,False,False,False,False,False,True
59,11191,2015-02-15,False,False,False,False,False,False
2240,1994,2015-03-07,False,False,False,False,False,False
1466,2552,2015-03-22,False,False,False,True,False,True
1572,6720,2015-03-07,False,False,False,True,False,True
1443,4557,2015-02-24,False,False,False,False,False,False
1558,1183,2015-01-21,False,False,False,False,False,False
768,4186,2015-03-12,False,False,False,False,False,False
2006,1419,2015-02-23,False,False,False,False,False,False
2176,967,2015-02-17,False,False,False,False,False,True
780,1048,2015-02-03,False,False,False,False,False,True
464,9262,2015-03-05,False,False,True,False,False,False
2033,3427,2015-02-26,False,False,False,False,False,False
1224,5892,2015-01-07,False,False,False,False,False,False
2221,8911,2015-02-28,False,False,False,False,False,False
42,6606,2015-03-25,False,False,False,True,False,False
2145,2677,2015-01-20,False,False,False,False,False,False
248,252,2015-02-28,False,False,False,False,False,False
1207,9860,2015-02-06,False,False,False,False,False,False
1231,1388,2015-02-20,False,False,False,False,False,False
74,979,2015-01-23,False,False,False,False,False,False
290,7494,2015-03-02,False,False,False,False,False,False
2144,10490,2015-01-12,False,False,False,False,False,False
1949,3403,2015-01-16,False,False,False,False,False,False
1745,2715,2015-01-15,False,False,False,False,False,True
703,4828,2015-01-08,False,False,False,False,False,False
917,92,2015-02-23,False,False,False,False,False,False
1014,3312,2015-01-25,False,False,False,False,False,False
1882,11176,2015-03-17,False,False,False,False,False,False
472,1446,2015-02-09,False,False,False,False,False,False
1486,9699,2015-01-01,False,False,False,False,False,False
2073,9790,2015-02-25,False,False,False,False,True,True
154,2324,2015-02-07,False,False,True,False,False,False
945,5080,2015-02-27,False,False,False,False,False,True
119,4992,2015-03-17,False,False,False,False,False,True
460,7849,2015-02-22,False,False,False,False,False,False
823,4808,2015-03-31,False,False,False,False,False,False
2065,10401,2015-02-26,False,False,False,False,False,False
2209,7793,2015-03-08,False,False,False,True,False,False
1578,9303,2015-01-27,False,False,False,False,False,False
813,6853,2015-03-22,False,False,False,True,True,True
2228,7366,2015-01-10,False,False,False,True,True,True
1119,9780,2015-03-08,False,False,False,False,False,False
440,7573,2015-03-25,False,False,True,False,False,True
51,1379,2015-03-11,False,False,False,False,False,False
291,8923,2015-03-01,False,False,False,False,False,True
967,3547,2015-03-26,False,False,False,False,False,True
434,8707,2015-03-18,False,False,False,False,False,True
1970,1891,2015-02-06,False,False,False,False,False,True
1316,6271,2015-01-13,False,False,False,False,False,False
1236,9635,2015-03-21,False,False,False,False,False,False
170,9727,2015-02-19,False,False,False,False,False,False
868,6205,2015-02-16,False,False,False,False,False,True
1585,10681,2015-01-30,False,False,False,False,False,False
384,5156,2015-02-07,False,False,False,False,False,False
2027,3050,2015-02-03,False,False,False,False,False,False
2173,8164,2015-01-29,False,False,False,False,False,False
2092,5626,2015-02-22,False,False,False,False,False,False
1665,7600,2015-03-23,False,False,False,False,False,False
1247,6406,2015-03-07,False,False,False,False,False,False
1891,7002,2015-01-14,False,False,False,False,False,False
747,8234,2015-02-17,False,False,True,False,False,True
878,6116,2015-03-11,False,False,False,False,False,False
2204,291,2015-02-11,False,False,False,False,False,False
287,8779,2015-02-09,False,False,True,False,False,True
1869,4931,2015-02-26,False,False,False,False,False,False
1345,1650,2015-03-12,False,False,False,False,False,False
2164,9701,2015-03-08,False,False,False,False,False,False
1216,6431,2015-01-22,False,False,False,False,False,False
1821,10789,2015-01-29,False,False,False,False,False,False
807,5302,2015-01-12,False,False,False,False,False,True
1492,4459,2015-01-01,False,False,False,False,False,False
788,10642,2015-01-15,False,False,False,False,False,False
1801,9213,2015-01-03,False,False,False,False,False,False
1867,3678,2015-02-13,False,False,False,True,False,True
118,3698,2015-01-19,False,False,False,False,True,True
1287,5929,2015-02-03,False,False,False,False,False,False
914,10795,2015-01-08,False,False,False,False,False,False
1283,4390,2015-02-10,False,False,False,False,False,False
146,9362,2015-03-04,False,False,False,True,False,False
465,1577,2015-03-19,False,False,False,False,True,True
1845,4609,2015-02-18,False,False,False,False,False,False
411,7143,2015-03-15,False,False,False,False,False,False
1488,1729,2015-03-07,False,False,False,False,False,False
1223,10664,2015-02-19,False,False,False,False,False,False
1630,5029,2015-03-20,False,False,False,False,False,False
595,10507,2015-01-23,False,False,False,True,False,False
1599,3865,2015-02-15,False,False,False,False,False,True
1191,6982,2015-01-12,False,False,False,False,False,False
1546,7042,2015-02-06,False,False,False,False,False,True
112,9668,2015-03-11,False,False,False,False,False,False
324,6878,2015-03-24,False,False,False,False,False,False
1662,4099,2015-03-03,False,False,False,False,False,False
1930,5031,2015-01-01,False,False,False,False,True,True
432,1970,2015-02-23,False,False,False,False,False,False
331,5726,2015-01-16,False,False,False,False,False,False
1344,5231,2015-03-29,False,False,False,False,False,False
535,1307,2015-02-11,False,False,False,False,False,False
366,10609,2015-02-12,False,False,False,False,False,False
779,5782,2015-01-27,False,False,False,True,False,False
1232,7533,2015-01-02,False,False,False,False,False,False
1059,9493,2015-02-28,True,False,False,False,True,True
1036,2253,2015-01-30,False,False,False,False,False,False
626,2326,2015-01-29,False,False,False,False,False,False
755,1876,2015-01-09,False,False,False,False,False,False
1701,7141,2015-02-05,False,False,False,False,False,True
1550,7393,2015-01-03,False,False,False,False,False,False
184,4713,2015-02-16,False,False,False,False,False,False
933,5093,2015-01-07,False,False,False,False,False,True
320,8524,2015-02-20,False,False,False,False,False,True
181,3766,2015-03-11,False,False,False,False,False,True
2044,9725,2015-02-03,False,False,True,False,False,False
902,8933,2015-01-17,False,False,False,False,False,False
837,10779,2015-03-21,False,False,False,False,False,False
814,9289,2015-03-15,False,False,False,False,False,True
439,2613,2015-01-19,False,False,False,False,False,False
598,10133,2015-01-12,True,False,False,True,True,True
721,8443,2015-03-28,False,False,True,False,False,True
1873,10796,2015-03-31,False,False,False,False,False,False
1105,10241,2015-03-11,False,False,False,False,False,False
215,3388,2015-01-13,False,False,False,False,False,False
355,6507,2015-03-04,False,False,False,False,False,False
408,7446,2015-02-01,False,False,False,False,False,False
2194,87,2015-03-09,False,False,False,False,False,False
1784,10477,2015-03-24,False,False,False,False,False,False
596,6072,2015-02-21,True,False,False,False,False,True
922,2518,2015-03-20,False,False,False,False,False,False
1321,247,2015-02-16,False,False,False,False,False,True
491,9463,2015-01-02,False,False,False,False,False,False
1222,1459,2015-01-19,False,False,False,False,False,False
2099,9530,2015-02-20,False,False,False,False,False,False
579,9653,2015-02-03,False,False,False,False,False,False
283,10785,2015-01-09,False,False,False,False,False,False
449,9392,2015-01-15,False,False,False,False,False,False
1898,3769,2015-02-22,False,False,False,False,False,False
1741,10146,2015-01-01,False,False,False,False,False,False
633,4741,2015-02-02,False,False,False,True,False,False
536,1880,2015-03-03,False,False,False,False,False,False
546,6471,2015-02-15,False,False,False,False,False,False
623,5718,2015-01-28,True,False,False,False,True,True
2230,3478,2015-01-16,False,False,False,False,False,True
2226,7848,2015-02-09,False,False,False,False,False,False
1150,7999,2015-02-20,False,False,False,True,True,True
2121,11101,2015-02-27,False,False,False,False,True,False
720,9212,2015-02-27,False,False,False,False,False,False
1730,10983,2015-03-18,False,False,False,False,False,False
1306,3629,2015-01-23,False,False,False,False,False,False
2222,4673,2015-03-04,True,False,False,False,False,True
1529,796,2015-02-18,False,False,False,False,False,False
305,618,2015-03-13,False,False,False,False,False,False
2108,380,2015-02-03,False,False,True,False,False,True
342,1092,2015-02-23,False,False,False,False,False,False
511,8962,2015-03-22,False,False,False,False,False,False
1156,8207,2015-02-19,False,False,False,False,False,False
2109,6521,2015-01-10,False,False,False,False,False,False
1506,535,2015-02-01,False,False,False,False,False,False
552,4608,2015-02-10,False,False,False,False,False,True
37,11086,2015-01-06,False,False,False,False,False,False
285,1064,2015-03-11,False,False,False,False,False,False
729,7000,2015-01-28,False,False,False,False,False,False
68,1581,2015-03-01,False,False,False,False,False,True
2138,7384,2015-01-03,False,False,False,False,False,False
1022,10552,2015-02-09,False,False,False,False,False,False
663,6409,2015-03-13,False,False,False,False,False,True
789,9507,2015-02-16,False,False,False,False,False,False
794,9560,2015-03-26,False,False,False,False,True,True
301,10991,2015-01-01,False,False,False,False,False,False
2161,4712,2015-02-14,False,False,False,False,False,False
507,11056,2015-02-04,False,False,False,False,False,False
123,7414,2015-03-16,False,False,False,False,False,False
75,3076,2015-02-25,False,False,False,False,False,False
293,6355,2015-03-23,False,False,False,False,False,False
1927,7959,2015-01-05,False,False,False,False,False,False
1359,5512,2015-01-30,False,False,False,False,False,False
1864,10102,2015-03-15,False,False,False,False,False,False
630,9369,2015-02-26,True,False,True,False,False,True
116,3711,2015-01-01,True,False,False,False,True,False
261,6931,2015-01-05,False,False,False,False,True,True
2047,9596,2015-02-23,False,False,False,False,False,False
163,2727,2015-01-11,False,False,False,False,False,False
173,8416,2015-02-08,False,False,False,False,False,False
84,3967,2015-03-02,False,False,False,False,False,False
417,2139,2015-03-28,False,False,False,False,False,False
274,2162,2015-03-29,False,False,False,False,False,False
2053,9242,2015-02-26,False,False,True,False,False,True
693,10595,2015-01-15,False,False,False,False,False,False
1025,4855,2015-02-17,False,False,False,False,False,True
547,5049,2015-02-06,False,False,False,False,False,False
471,4967,2015-03-24,False,False,False,False,False,False
237,5255,2015-03-11,False,False,False,False,False,False
842,9215,2015-03-19,False,False,False,False,False,False
586,3525,2015-02-24,False,False,False,False,False,False
769,3619,2015-02-23,False,False,False,False,True,True
1144,4415,2015-03-21,False,False,False,False,False,False
1639,3645,2015-01-26,False,False,False,False,False,True
58,4692,2015-03-21,False,False,True,False,False,True
1262,3955,2015-02-04,False,False,False,False,False,False
977,5313,2015-01-03,False,False,False,False,False,False
2081,7196,2015-03-18,False,False,False,False,False,False
640,1381,2015-02-28,False,False,False,False,False,True
792,10951,2015-03-30,False,False,False,True,False,False
999,4322,2015-01-31,False,False,False,False,False,False
829,7444,2015-01-02,False,False,False,False,False,False
343,2942,2015-03-19,False,False,True,False,False,False
260,2874,2015-02-15,False,False,False,False,False,False
1007,3667,2015-01-18,True,False,False,True,True,True
1476,3697,2015-03-15,False,False,False,False,False,False
2093,9955,2015-03-10,False,False,False,False,False,False
1704,5320,2015-02-19,False,False,False,False,False,True
1700,6422,2015-01-07,False,False,False,False,False,False
1847,3690,2015-03-09,False,False,False,False,True,True
2231,2408,2015-03-09,False,False,False,False,False,False
607,9260,2015-01-26,False,False,False,False,False,False
1829,9648,2015-03-31,False,False,False,False,False,False
1333,4939,2015-02-06,False,False,False,False,False,False
954,8652,2015-01-16,False,False,False,False,False,False
294,4702,2015-03-20,False,False,False,False,False,False
35,2587,2015-01-07,False,False,False,False,False,False
1350,2811,2015-01-26,False,False,False,False,False,False
122,9150,2015-01-04,False,False,False,False,False,False
879,10127,2015-03-19,False,False,False,False,False,False
1841,5493,2015-03-30,False,False,True,False,False,False
864,2666,2015-02-06,False,False,False,True,False,False
1457,10099,2015-03-19,False,False,False,False,False,False
1824,10562,2015-02-26,False,False,False,False,False,False
79,7881,2015-03-01,False,False,False,False,False,False
487,6721,2015-02-20,False,False,False,False,False,False
2087,5204,2015-02-12,False,False,False,False,True,True
582,5209,2015-02-24,False,False,False,False,False,False
245,10128,2015-03-14,False,False,False,False,False,False
1799,9284,2015-03-14,False,False,False,False,False,False
898,8643,2015-01-30,False,False,False,False,False,False
72,1685,2015-01-13,False,False,False,True,False,False
1197,2877,2015-01-26,False,False,False,False,False,False
210,8369,2015-03-20,False,False,False,False,False,False
2082,6233,2015-01-17,False,False,False,False,False,False
841,195,2015-03-10,False,False,True,False,False,True
554,1501,2015-01-08,False,False,False,False,False,False
1111,10846,2015-02-23,False,False,True,False,False,False
1281,8341,2015-02-16,False,False,True,False,False,True
144,10766,2015-02-15,False,False,False,False,False,False
467,9971,2015-01-02,False,False,False,False,False,False
609,1740,2015-02-05,False,False,False,True,False,False
575,8737,2015-01-31,False,False,False,False,False,False
832,6466,2015-03-14,False,False,False,False,False,False
1668,10430,2015-01-19,True,False,False,True,True,False
1136,8773,2015-03-21,False,False,False,True,False,False
1986,2371,2015-03-07,False,False,False,False,False,False
174,7786,2015-03-16,False,False,False,False,False,False
1617,4088,2015-01-12,False,False,False,False,False,False
501,4971,2015-02-11,False,False,False,False,False,False
1952,10560,2015-01-07,False,False,False,False,False,False
613,6892,2015-02-13,True,False,False,True,False,False
1365,11004,2015-02-15,False,False,False,False,False,False
2057,1818,2015-02-03,False,False,False,False,False,False
990,9485,2015-03-18,False,False,False,False,False,False
661,6646,2015-01-09,False,False,False,False,False,False
379,4248,2015-01-16,False,False,False,True,False,False
948,7451,2015-03-18,False,False,False,True,False,False
201,7861,2015-01-27,False,False,False,False,False,False
1619,5232,2015-02-24,False,False,False,False,False,False
1382,3011,2015-03-25,False,False,False,False,False,False
442,5758,2015-03-08,True,True,True,False,True,True
620,2173,2015-02-04,False,False,False,False,False,False
2131,10711,2015-01-01,False,False,False,False,False,False
869,8268,2015-01-13,False,False,False,False,False,False
1588,2782,2015-03-31,False,False,False,False,False,False
799,9432,2015-01-31,False,False,False,False,False,False
2085,5872,2015-02-25,False,False,False,False,False,False
969,11187,2015-03-08,False,False,False,False,False,False
182,2428,2015-02-21,False,False,False,False,False,False
370,1726,2015-01-25,False,False,True,False,False,True
1093,1802,2015-02-14,False,False,False,False,False,False
284,1162,2015-02-11,False,False,False,False,False,True
1646,10643,2015-02-13,False,False,False,False,False,True
197,11112,2015-03-03,False,False,False,False,False,False
843,2114,2015-02-21,True,False,False,False,True,True
1332,4261,2015-01-16,True,False,False,False,True,True
1023,2457,2015-01-04,False,False,False,False,False,False
269,2495,2015-01-23,False,False,False,False,False,False
1141,6983,2015-03-06,False,False,False,False,False,False
518,3436,2015-02-02,False,False,False,False,False,False
995,7505,2015-03-12,False,False,False,False,False,False
825,4286,2015-01-15,False,False,True,False,False,False
1237,7224,2015-03-25,False,False,False,False,False,False
1996,6215,2015-01-12,False,False,False,False,False,True
560,968,2015-02-10,False,False,False,False,False,False
1947,4096,2015-03-27,False,False,False,False,False,False
1693,3153,2015-01-02,False,False,False,False,False,False
549,6504,2015-03-08,False,False,True,False,False,False
2062,5329,2015-01-24,False,False,False,False,False,False
1723,1175,2015-01-15,False,False,True,False,False,True
1962,1377,2015-03-02,False,False,False,False,False,False
762,4607,2015-02-10,False,False,False,False,False,False
92,4944,2015-01-06,False,False,False,False,False,False
38,9483,2015-01-17,False,False,False,False,False,False
1275,1378,2015-02-24,False,False,False,False,False,False
1679,5991,2015-02-15,False,False,False,False,False,False
2133,2807,2015-02-22,False,False,False,False,False,False
1254,1052,2015-01-11,False,False,False,False,False,False
1325,9760,2015-01-14,False,False,False,False,False,True
641,7101,2015-02-14,False,False,False,False,False,False
639,9909,2015-01-29,False,False,False,False,False,True
445,5907,2015-02-13,False,False,False,False,False,False
1217,793,2015-01-24,False,False,False,False,False,False
130,8832,2015-03-06,False,False,False,False,False,False
806,2535,2015-03-06,True,False,False,True,True,True
