User_ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Date_Enroll,Recency,Country
10676,1982,Graduation,Married,63211.0,0,0,2012-11-02,3,Spain
1041,1973,PhD,Single,48432.0,0,1,2012-10-18,3,South Africa
492,1973,PhD,YOLO,48432.0,0,1,2012-10-18,3,Canada
11133,1973,PhD,YOLO,48432.0,0,1,2012-10-18,3,India
4491,1949,Master,Married,62845.0,1,1,2012-10-01,3,Spain
873,1949,Master,Married,62845.0,1,1,2012-10-01,3,Spain
1631,1965,PhD,Together,65220.0,0,0,2012-09-03,3,Germany
8278,1990,PhD,Married,74214.0,0,0,2012-08-26,3,Spain
6815,1980,2n Cycle,Married,96547.0,0,0,2014-05-23,4,Spain
254,1955,Graduation,Together,53863.0,0,1,2014-05-17,4,Spain
1349,1970,Graduation,Married,50447.0,2,0,2014-04-21,4,India
2534,1953,Graduation,Married,37716.0,0,1,2014-04-21,4,Australia
2130,1982,Graduation,Together,45203.0,2,0,2014-03-23,4,South Africa
2296,1975,Master,Married,37368.0,1,0,2013-12-16,4,Spain
3799,1955,Graduation,Married,67225.0,0,1,2013-11-26,4,United States
11084,1976,Master,Together,65104.0,0,1,2013-11-14,4,Canada
5172,1976,Master,Together,65104.0,0,1,2013-11-14,4,Spain
9504,1949,Master,Married,81698.0,0,0,2013-11-06,4,Spain
850,1968,Graduation,Single,70566.0,0,1,2013-10-06,4,Spain
4477,1958,Graduation,Together,69096.0,0,1,2013-09-27,4,Germany
1945,1962,Graduation,Married,71434.0,0,1,2013-09-18,4,Spain
7685,1978,Graduation,Married,33039.0,1,0,2013-09-09,4,Spain
6310,1978,Graduation,Married,33039.0,1,0,2013-09-09,4,Canada
10832,1958,Graduation,Together,46610.0,0,0,2013-07-18,4,Spain
3025,1958,Graduation,Single,49967.0,0,1,2013-07-08,4,Canada
2404,1976,Graduation,Married,53359.0,1,1,2013-05-27,4,United States
8581,1971,Master,Married,49505.0,1,1,2013-03-05,4,Spain
8755,1946,Master,Married,68657.0,0,0,2013-02-20,4,Australia
10177,1954,Graduation,Divorced,72071.0,0,1,2013-02-14,4,Spain
2429,1954,Graduation,Divorced,72071.0,0,1,2013-02-14,4,Canada
8920,1967,Master,Single,59235.0,1,0,2013-01-12,4,India
8430,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,Australia
8619,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,Spain
8996,1957,PhD,Married,,2,1,2012-11-19,4,Germany
7233,1972,Graduation,Married,69209.0,0,0,2012-09-17,4,Canada
6678,1989,Graduation,Together,31928.0,1,0,2014-03-28,5,India
830,1987,PhD,Single,74004.0,0,0,2014-02-24,5,India
6365,1987,2n Cycle,Married,30390.0,0,0,2013-09-02,5,India
6770,1985,Graduation,Married,21355.0,1,0,2013-08-20,5,United States
2261,1969,Graduation,Married,26304.0,1,0,2013-06-23,5,Germany
1031,1989,2n Cycle,Married,85710.0,0,0,2013-05-05,5,India
10089,1974,Graduation,Divorced,102692.0,0,0,2013-04-05,5,South Africa
9256,1971,Graduation,Single,58350.0,0,1,2013-01-04,5,Spain
10641,1978,Graduation,Single,7500.0,1,1,2012-12-27,5,Spain
624,1984,Master,Single,18890.0,0,0,2012-11-10,5,South Africa
4211,1986,Basic,Married,20425.0,1,0,2012-10-29,5,Canada
1407,1986,Basic,Married,20425.0,1,0,2012-10-29,5,Germany
10356,1957,PhD,Divorced,41437.0,1,1,2012-09-22,5,Spain
9323,1949,Master,Together,49912.0,0,1,2012-09-07,5,Montenegro
1146,1949,Master,Together,49912.0,0,1,2012-09-07,5,Australia
6343,1959,Graduation,Married,79823.0,0,1,2014-03-31,6,Australia
8545,1954,Graduation,Divorced,85683.0,0,0,2014-03-21,6,Spain
8275,1965,PhD,Divorced,47025.0,1,1,2014-02-09,6,Spain
10673,1976,PhD,Married,68397.0,0,1,2013-11-17,6,South Africa
8799,1984,PhD,Married,38175.0,1,0,2013-09-23,6,Spain
67,1972,Master,Single,46423.0,1,1,2013-09-18,6,Spain
9923,1972,Master,Single,46423.0,1,1,2013-09-18,6,Spain
2814,1976,Master,Together,30560.0,1,0,2013-06-27,6,South Africa
2711,1976,Master,Together,30560.0,1,0,2013-06-27,6,Canada
4320,1979,Graduation,Single,60152.0,0,1,2013-03-28,6,Spain
10451,1965,Graduation,Together,29672.0,1,1,2013-03-12,6,South Africa
4198,1965,Graduation,Together,29672.0,1,1,2013-03-12,6,Spain
10814,1947,Graduation,Together,70321.0,0,0,2013-01-16,6,Spain
944,1962,Graduation,Married,56181.0,0,1,2013-01-08,6,Spain
8151,1990,Basic,Married,24279.0,0,0,2012-12-29,6,Spain
6184,1969,PhD,Married,68462.0,0,0,2012-12-12,6,Spain
3498,1976,PhD,Married,55424.0,0,1,2012-11-25,6,Spain
2870,1973,Graduation,Married,49094.0,0,1,2012-09-21,6,Spain
7342,1961,2n Cycle,Widow,59184.0,0,1,2012-09-09,6,Spain
1911,1987,Graduation,Together,67430.0,0,0,2012-09-05,6,Germany
10862,1960,Master,Married,30522.0,0,1,2012-08-17,6,Spain
2546,1977,2n Cycle,Single,31878.0,0,1,2014-06-22,7,Spain
3005,1992,Graduation,Single,83528.0,0,0,2014-05-01,7,Spain
8318,1979,Graduation,Together,90300.0,0,0,2014-01-03,7,Spain
2930,1978,Master,Single,68092.0,0,0,2013-12-16,7,South Africa
8216,1972,Master,Married,53761.0,1,1,2013-10-11,7,Australia
1212,1973,Graduation,Married,52845.0,1,0,2013-08-13,7,Spain
2541,1976,Graduation,Married,24027.0,1,0,2013-06-09,7,Spain
10659,1979,2n Cycle,Together,7500.0,1,0,2013-05-07,7,India
10905,1955,Graduation,Together,42586.0,1,1,2012-10-29,7,Spain
8910,1955,Graduation,Together,42586.0,1,1,2012-10-29,7,Spain
7349,1973,Basic,Together,9722.0,1,0,2012-10-02,7,Spain
7872,1975,PhD,Married,86836.0,0,0,2012-09-12,7,Spain
4290,1972,Graduation,Married,30467.0,1,0,2014-03-19,8,Canada
7408,1952,PhD,Married,54549.0,0,1,2014-03-03,8,South Africa
9986,1982,Graduation,Together,19444.0,1,0,2014-02-22,8,South Africa
8235,1956,Master,Together,69245.0,0,1,2014-01-24,8,South Africa
10949,1963,PhD,Divorced,72968.0,0,0,2013-12-16,8,Spain
7284,1953,Graduation,Married,48686.0,1,2,2013-12-04,8,Spain
9529,1990,Graduation,Married,73687.0,0,0,2013-11-28,8,South Africa
9930,1944,PhD,Single,82716.0,0,0,2013-11-05,8,Canada
10270,1981,2n Cycle,Married,35523.0,1,0,2013-10-03,8,Germany
760,1975,PhD,Divorced,60554.0,1,0,2013-08-09,8,South Africa
5519,1956,Graduation,Together,64090.0,0,1,2013-08-07,8,South Africa
232,1965,Graduation,Single,61559.0,0,1,2013-07-17,8,Spain
3009,1962,PhD,Widow,71670.0,0,0,2013-07-09,8,Spain
6518,1951,PhD,Widow,67680.0,0,1,2013-06-11,8,Australia
10669,1981,Graduation,Married,54386.0,0,1,2013-05-17,8,Spain
5682,1953,PhD,Single,64108.0,0,1,2013-03-23,8,Australia
1570,1951,PhD,Together,69702.0,0,1,2013-02-19,8,Spain
1497,1952,Graduation,Single,47958.0,0,1,2013-01-19,8,South Africa
9723,1960,Graduation,Married,67716.0,0,1,2013-01-10,8,Canada
7261,1971,Graduation,Together,34600.0,1,1,2013-01-01,8,Spain
2452,1971,Graduation,Together,34600.0,1,1,2013-01-01,8,Spain
5621,1969,Graduation,Married,48752.0,1,1,2012-12-12,8,Spain
10995,1988,2n Cycle,Married,15716.0,1,0,2012-11-12,8,South Africa
7373,1952,PhD,Divorced,46610.0,0,2,2012-10-29,8,Australia
5331,1977,Graduation,Married,74985.0,0,0,2012-09-11,8,Germany
263,1945,PhD,Single,45576.0,0,0,2014-05-28,9,Spain
4619,1945,PhD,Single,113734.0,0,0,2014-05-28,9,Spain
940,1987,Graduation,Single,57100.0,1,0,2014-05-18,9,South Africa
10084,1972,Graduation,Married,24434.0,2,0,2014-05-18,9,India
6019,1971,PhD,Married,37126.0,1,0,2014-03-30,9,Spain
1463,1958,Graduation,Single,45160.0,1,1,2014-03-29,9,Australia
6424,1977,Graduation,Together,33178.0,1,0,2014-01-30,9,Spain
8233,1950,Master,Widow,64866.0,0,1,2014-01-26,9,Canada
1515,1975,Master,Together,34176.0,0,1,2014-01-22,9,Canada
10855,1968,Master,Single,50014.0,1,0,2014-01-22,9,Spain
10909,1948,Graduation,Married,92344.0,0,0,2014-01-15,9,Australia
3376,1970,Master,Divorced,55282.0,1,0,2013-12-13,9,Spain
10232,1963,PhD,Divorced,48799.0,0,1,2013-11-05,9,Spain
5547,1982,PhD,Married,84169.0,0,0,2013-08-07,9,Spain
8362,1982,PhD,Married,84169.0,0,0,2013-08-07,9,South Africa
3524,1971,Master,Single,39763.0,1,0,2013-08-04,9,Spain
10095,1975,PhD,Divorced,74165.0,0,0,2013-05-01,9,Canada
8897,1965,Graduation,Single,42720.0,1,1,2013-04-24,9,Germany
466,1944,Graduation,Married,65275.0,0,0,2013-04-03,9,Spain
11025,1961,Graduation,Married,36443.0,1,1,2013-02-03,9,Spain
2387,1952,Master,Together,43776.0,1,1,2013-02-03,9,South Africa
1618,1965,Graduation,Together,56046.0,0,0,2013-01-02,9,Germany
25,1958,Graduation,Married,65148.0,0,1,2012-11-16,9,Canada
3277,1955,Graduation,Divorced,49431.0,0,1,2012-08-03,9,Spain
8566,1961,PhD,Together,32583.0,1,1,2014-06-15,10,Spain
2634,1979,Master,Single,16653.0,1,0,2014-04-18,10,Spain
8036,1971,2n Cycle,Together,26850.0,1,1,2014-04-18,10,Spain
8159,1968,Graduation,Married,51287.0,1,1,2014-04-01,10,Spain
7628,1973,2n Cycle,Married,43050.0,1,0,2014-03-18,10,Spain
9597,1969,Graduation,Married,73448.0,0,0,2014-02-10,10,Canada
1384,1992,Basic,Married,17256.0,1,0,2013-11-23,10,United States
10150,1961,Graduation,Single,86429.0,0,0,2013-11-21,10,South Africa
3885,1983,PhD,Married,33569.0,1,0,2013-10-16,10,Spain
11003,1980,2n Cycle,Together,25130.0,1,0,2013-10-02,10,Canada
8026,1952,Graduation,Married,62998.0,0,1,2013-09-30,10,Canada
577,1976,2n Cycle,Together,26907.0,1,1,2013-08-20,10,Spain
8702,1976,2n Cycle,Together,26907.0,1,1,2013-08-20,10,Australia
5429,1948,PhD,Married,45579.0,0,1,2013-08-20,10,Spain
977,1957,Graduation,Together,47320.0,0,1,2013-08-01,10,Canada
2793,1976,PhD,Divorced,70179.0,0,1,2013-07-21,10,South Africa
1071,1976,PhD,Divorced,70179.0,0,1,2013-07-21,10,United States
5074,1986,Master,Married,28072.0,1,0,2013-07-08,10,Canada
2632,1954,Graduation,Married,50501.0,1,1,2013-06-18,10,India
6404,1969,Graduation,Together,58917.0,1,2,2013-03-24,10,South Africa
10240,1949,Graduation,Together,69372.0,0,0,2013-02-19,10,Canada
2521,1971,Master,Married,35178.0,1,0,2013-01-10,10,Spain
4301,1971,Master,Married,35178.0,1,0,2013-01-10,10,Australia
7381,1968,Graduation,Divorced,75693.0,0,0,2012-12-06,10,Spain
2407,1982,Graduation,Married,69109.0,0,0,2012-11-09,10,United States
9064,1982,Graduation,Married,69109.0,0,0,2012-11-09,10,Spain
5067,1994,Graduation,Together,80134.0,0,0,2014-02-14,11,Spain
10281,1970,Graduation,Divorced,64713.0,1,0,2014-02-07,11,Australia
11191,1986,Graduation,Divorced,41411.0,0,0,2013-12-07,11,Spain
1994,1983,Graduation,Married,,1,0,2013-11-15,11,United States
2552,1955,PhD,Single,55521.0,1,2,2013-10-22,11,Spain
6720,1968,Master,Together,43795.0,0,1,2013-10-16,11,Spain
4557,1970,Graduation,Together,22070.0,1,0,2013-10-04,11,South Africa
1183,1949,Master,Married,36408.0,1,1,2013-09-21,11,Germany
4186,1950,Graduation,Together,34026.0,1,1,2013-08-05,11,Canada
1419,1950,Graduation,Together,34026.0,1,1,2013-08-05,11,Spain
967,1976,Graduation,Married,46049.0,1,1,2013-07-21,11,Spain
1048,1972,Master,Married,35641.0,1,0,2013-07-14,11,South Africa
9262,1984,2n Cycle,Together,32414.0,0,0,2013-07-04,11,South Africa
3427,1955,PhD,Married,59821.0,0,1,2013-04-12,11,South Africa
5892,1980,Graduation,Married,34968.0,1,0,2013-04-10,11,South Africa
8911,1967,PhD,Married,56320.0,0,1,2013-04-08,11,Spain
6606,1969,Master,Married,70091.0,1,0,2013-03-31,11,Spain
2677,1956,Graduation,Together,46097.0,0,1,2013-03-31,11,South Africa
252,1963,PhD,Divorced,41003.0,0,0,2013-03-17,11,South Africa
9860,1959,Graduation,Together,44911.0,0,1,2013-03-15,11,Spain
1388,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,Australia
979,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,Spain
7494,1950,PhD,Divorced,42873.0,1,1,2013-01-21,11,Canada
10490,1969,PhD,Married,51039.0,1,1,2012-12-10,11,Australia
3403,1958,PhD,Together,78952.0,0,1,2012-09-24,11,Spain
2715,1966,Master,Divorced,29435.0,1,1,2012-08-06,11,Canada
4828,1954,Graduation,Divorced,79865.0,0,1,2014-06-18,12,South Africa
92,1988,Graduation,Alone,34176.0,1,0,2014-05-12,12,Canada
3312,1988,Graduation,Single,34176.0,1,0,2014-05-12,12,India
11176,1970,PhD,Together,65968.0,0,1,2014-05-12,12,Canada
1446,1956,Master,Single,86424.0,0,0,2014-04-05,12,South Africa
9699,1966,Graduation,Divorced,67272.0,0,1,2013-12-21,12,Spain
9790,1957,Graduation,Single,78499.0,0,0,2013-11-23,12,Canada
2324,1972,Graduation,Together,77044.0,0,1,2013-10-27,12,Spain
5080,1993,Graduation,Single,70515.0,0,0,2013-10-21,12,Montenegro
4992,1975,Master,Together,17459.0,1,0,2013-09-19,12,Spain
7849,1970,PhD,Married,80336.0,0,0,2013-09-09,12,Spain
4808,1956,Graduation,Married,15759.0,0,0,2013-09-05,12,Spain
10401,1976,2n Cycle,Together,26326.0,0,0,2013-09-04,12,Germany
7793,1976,Graduation,Together,62061.0,0,1,2013-08-31,12,Spain
9303,1976,Graduation,Married,5305.0,0,1,2013-07-30,12,India
6853,1982,Master,Single,75777.0,0,0,2013-07-04,12,Australia
7366,1982,Master,Single,75777.0,0,0,2013-07-04,12,India
9780,1971,Master,Together,71499.0,0,1,2013-06-25,12,Spain
7573,1978,PhD,Single,31626.0,1,0,2013-05-10,12,Germany
1379,1992,Master,Together,42670.0,0,0,2013-04-27,12,South Africa
8923,1973,Graduation,Single,83917.0,0,0,2013-04-18,12,Spain
3547,1969,Master,Together,41021.0,1,0,2012-12-30,12,South Africa
8707,1956,Graduation,Married,79456.0,0,0,2012-08-22,12,Spain
1891,1980,Master,Divorced,78789.0,0,0,2012-08-08,12,Spain
6271,1952,PhD,Married,50870.0,0,1,2014-06-19,13,Spain
9635,1983,Master,Married,35876.0,0,0,2014-04-20,13,Spain
9727,1957,Graduation,Married,23539.0,0,0,2014-02-28,13,Canada
6205,1967,Master,Single,32557.0,1,0,2014-02-24,13,Canada
10681,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,Spain
5156,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,Spain
3050,1966,Graduation,Married,54198.0,1,1,2013-12-17,13,Spain
8164,1978,PhD,Married,82170.0,0,0,2013-11-25,13,South Africa
5626,1964,PhD,Single,61798.0,0,0,2013-11-23,13,Spain
7600,1992,Basic,Single,15253.0,1,0,2013-10-28,13,Canada
6406,1988,Master,Married,78285.0,0,0,2013-10-28,13,Germany
7002,1955,Graduation,Single,62535.0,0,1,2013-10-03,13,Spain
8234,1973,Basic,Together,27190.0,1,0,2013-08-15,13,Spain
6116,1968,2n Cycle,Married,48985.0,0,1,2013-07-05,13,Spain
291,1970,Graduation,Married,72940.0,0,0,2013-06-19,13,South Africa
8779,1985,2n Cycle,Married,36145.0,1,0,2013-06-16,13,United States
4931,1977,Graduation,Together,157146.0,0,0,2013-04-29,13,South Africa
1650,1960,Master,Married,81843.0,0,0,2013-04-22,13,Spain
9701,1988,Graduation,Together,41883.0,1,0,2013-03-19,13,Canada
6431,1964,PhD,Married,45759.0,1,1,2013-02-23,13,India
10789,1964,PhD,Married,45759.0,1,1,2013-02-23,13,Spain
5302,1986,Graduation,Together,78394.0,0,0,2013-02-15,13,Spain
4459,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,Spain
10642,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,Spain
9213,1970,Graduation,Widow,31880.0,1,0,2012-10-31,13,Spain
3678,1973,Graduation,Widow,60208.0,1,1,2012-10-07,13,Spain
3698,1983,Graduation,Together,78687.0,0,0,2012-08-09,13,Spain
5929,1973,PhD,Married,37401.0,1,0,2014-05-06,14,Spain
10795,1973,PhD,Married,37401.0,1,0,2014-05-06,14,India
4390,1954,Graduation,Together,75315.0,0,1,2014-04-15,14,South Africa
9362,1965,Graduation,Single,69263.0,0,1,2014-03-05,14,Canada
1577,1946,Graduation,Married,78569.0,0,0,2014-02-19,14,Spain
4609,1966,PhD,Married,57705.0,0,1,2014-01-11,14,Spain
7143,1955,2n Cycle,Together,74805.0,0,1,2013-11-06,14,Spain
1729,1961,PhD,Together,66426.0,0,1,2013-10-02,14,Spain
10664,1949,Master,Widow,51529.0,0,1,2013-09-07,14,Spain
5029,1946,Graduation,Married,18100.0,0,0,2013-08-06,14,Spain
10507,1977,2n Cycle,Divorced,59601.0,0,1,2013-07-25,14,United States
3865,1977,2n Cycle,Together,20981.0,0,0,2013-04-30,14,Canada
6982,1976,Graduation,Married,74068.0,0,0,2013-03-19,14,India
7042,1983,Graduation,Married,36790.0,0,0,2013-03-01,14,Spain
9668,1971,Graduation,Married,18793.0,1,0,2013-01-12,14,South Africa
6878,1954,Graduation,Widow,27421.0,0,0,2012-12-12,14,Spain
4099,1972,Graduation,Married,30675.0,1,0,2012-11-12,14,Spain
5031,1974,Graduation,Together,83145.0,0,0,2012-09-22,14,Spain
1970,1968,Master,Together,34053.0,0,1,2012-09-10,14,Spain
5726,1983,Master,Single,31788.0,1,0,2014-03-20,15,South Africa
5231,1974,2n Cycle,Married,45894.0,0,2,2014-02-27,15,Spain
1307,1978,Graduation,Divorced,41986.0,0,1,2014-02-09,15,Spain
10609,1962,PhD,Married,42769.0,0,1,2013-10-12,15,Canada
5782,1982,2n Cycle,Together,58582.0,0,1,2013-09-28,15,Spain
7533,1964,Graduation,Married,49096.0,1,1,2013-09-24,15,Canada
9493,1980,PhD,Single,76412.0,0,0,2013-05-05,15,Canada
2253,1990,Graduation,Married,18929.0,0,0,2013-02-16,15,Spain
2326,1990,Graduation,Married,18929.0,0,0,2013-02-16,15,Spain
1876,1990,Graduation,Married,18929.0,0,0,2013-02-16,15,India
7141,1986,Master,Single,21888.0,1,0,2012-12-29,15,Spain
7393,1978,Graduation,Together,41580.0,1,1,2012-12-10,15,Spain
4713,1979,PhD,Married,31605.0,1,0,2012-11-22,15,Spain
5093,1974,PhD,Divorced,25509.0,1,0,2012-09-18,15,Spain
8524,1974,PhD,Divorced,25509.0,1,0,2012-09-18,15,Spain
3766,1959,Master,Widow,33051.0,0,0,2012-08-16,15,Spain
9725,1966,PhD,Together,28764.0,1,1,2014-06-05,16,Spain
8933,1983,2n Cycle,Married,32146.0,1,0,2014-05-12,16,Canada
10779,1983,Graduation,Single,22148.0,0,0,2014-04-13,16,Spain
9289,1979,Graduation,Married,36781.0,1,0,2014-04-10,16,Spain
2613,1960,Master,Married,54197.0,0,1,2014-04-03,16,Spain
10133,1970,Graduation,Single,93790.0,0,0,2014-02-12,16,Canada
8443,1972,Graduation,Single,24762.0,1,0,2014-02-10,16,South Africa
10796,1984,Master,Married,30477.0,1,0,2014-01-22,16,India
10241,1975,2n Cycle,Divorced,11448.0,0,0,2013-12-15,16,Spain
3388,1967,Graduation,Divorced,70844.0,1,1,2013-10-30,16,Germany
6507,1980,Graduation,Single,30828.0,1,0,2013-10-04,16,Australia
7446,1967,Master,Together,62513.0,0,1,2013-09-09,16,United States
87,1981,2n Cycle,Married,27733.0,1,0,2013-08-26,16,Germany
10477,1973,PhD,Together,39435.0,1,0,2013-08-06,16,Spain
6072,1970,Master,Single,75345.0,0,0,2013-02-02,16,Spain
2518,1986,2n Cycle,Together,20491.0,0,0,2013-01-25,16,Germany
247,1971,Graduation,Married,36715.0,1,0,2012-11-17,16,Spain
9463,1959,Graduation,Together,71706.0,0,1,2012-11-13,16,Canada
