User_ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Date_Enroll,Recency,Country,Complain_Code,Complain_Category,Complain_Times,Purchase_ID,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Consumption_ID,MntWines,MntFruits,MntMeats,MntFishs,MntSweets,MntGolds,Response_ID,Date_Response,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Survey_Approach_ID,Date_Click,Channel_Type,Deal_Storage_ID,NumDealsPurchases
1473,1960,2n Cycle,Single,47823.0,0,1,2013-07-23,0,Canada,N0019,No Complain,0,1719,2,0,3,8,1779,53.0,1.0,5.0,2.0,1.0,10.0,1142,2015-03-07,False,False,False,False,False,False,436,2014-12-15,Facebook,1670,2
2795,1958,Master,Single,30523.0,2,1,2013-07-01,0,Canada,N0020,No Complain,0,1762,1,0,2,7,2029,5.0,0.0,3.0,0.0,0.0,5.0,1415,2015-03-06,False,False,False,False,False,False,1252,2014-12-24,Facebook,1782,1
2285,1954,Master,Together,36634.0,0,1,2013-05-28,0,South Africa,N0021,No Complain,0,1428,5,2,5,7,2014,213.0,9.0,76.0,4.0,3.0,30.0,1176,2015-03-16,False,False,False,False,False,False,2183,2014-12-20,Email,860,3
115,1966,Master,Single,43456.0,0,1,2013-03-26,0,India,N0022,No Complain,0,1255,5,1,8,5,1554,275.0,11.0,68.0,25.0,7.0,7.0,2040,2015-03-07,False,False,False,False,False,False,1087,2014-12-24,Email,833,3
10470,1979,Master,Married,40662.0,1,0,2013-03-15,0,Germany,N0023,No Complain,0,1629,2,1,3,4,819,40.0,2.0,23.0,0.0,4.0,23.0,1995,2015-03-06,False,False,False,False,False,False,1365,2014-12-15,Website,553,2
4065,1976,PhD,Married,49544.0,1,0,2013-02-12,0,Spain,N0024,No Complain,0,1610,5,1,8,7,1885,308.0,0.0,73.0,0.0,0.0,23.0,1895,2015-01-12,False,False,False,False,False,False,1138,2014-12-24,Email,1431,2
10968,1969,Graduation,Single,57731.0,0,1,2012-11-23,0,India,N0025,No Complain,0,121,8,8,6,6,570,266.0,21.0,300.0,65.0,8.0,44.0,730,2015-03-11,False,False,False,False,False,False,402,2014-12-29,Landing Page,1551,4
5985,1965,Master,Single,33168.0,0,1,2012-10-13,0,Spain,N0026,No Complain,0,1103,2,1,4,7,2058,80.0,1.0,37.0,0.0,1.0,3.0,199,2015-01-26,False,False,False,False,False,False,1048,2014-12-28,Landing Page,502,3
5430,1956,Graduation,Together,54450.0,1,1,2012-09-14,0,Spain,N0027,No Complain,0,436,9,2,8,8,1230,454.0,0.0,171.0,8.0,19.0,32.0,1341,2015-03-12,False,False,False,False,False,False,955,2014-12-24,Email,1288,12
8432,1956,Graduation,Together,54450.0,1,1,2012-09-14,0,Spain,N0028,No Complain,0,272,9,2,8,8,1190,454.0,0.0,171.0,8.0,19.0,32.0,1797,2015-01-27,False,False,False,False,False,False,1369,2014-12-29,Facebook,1442,12
453,1956,PhD,Widow,35340.0,1,1,2014-06-29,1,Spain,N0029,No Complain,0,992,2,0,3,5,635,27.0,0.0,12.0,0.0,1.0,5.0,886,2015-02-02,False,False,False,False,False,False,1698,2014-12-18,Landing Page,1470,2
9687,1975,Graduation,Single,73170.0,0,0,2014-05-31,1,Canada,N0030,No Complain,0,196,5,4,6,2,418,184.0,174.0,256.0,50.0,30.0,32.0,9,2015-01-03,False,False,False,False,False,False,1975,2014-12-22,Facebook,1376,1
8890,1971,PhD,Divorced,65808.0,1,1,2014-05-30,1,Spain,N0031,No Complain,0,1057,5,1,5,6,874,155.0,7.0,80.0,13.0,7.0,10.0,960,2015-03-10,False,False,False,False,False,False,381,2014-12-19,Website,234,3
9264,1986,Graduation,Married,79529.0,0,0,2014-04-27,1,Canada,N0032,No Complain,0,729,4,8,9,2,662,423.0,42.0,706.0,73.0,197.0,197.0,1838,2015-03-06,False,False,False,False,False,False,443,2014-12-22,Email,1466,1
5824,1972,PhD,Together,34578.0,2,1,2014-04-11,1,Australia,N0033,No Complain,0,1311,1,0,2,6,1948,7.0,0.0,1.0,0.0,0.0,0.0,1378,2015-03-31,False,False,False,False,False,False,1679,2014-12-27,Landing Page,1879,1
5794,1974,PhD,Married,46374.0,0,1,2014-03-17,1,India,N0034,No Complain,0,915,7,1,7,8,1788,408.0,0.0,21.0,0.0,0.0,17.0,86,2015-02-12,True,False,False,True,False,True,1979,2014-12-16,Email,832,3
3068,1990,Graduation,Married,18351.0,0,0,2013-10-29,1,Spain,N0035,No Complain,0,1792,2,0,3,7,1522,1.0,12.0,9.0,0.0,14.0,7.0,1272,2015-02-08,False,False,False,False,False,False,257,2014-12-19,Facebook,368,1
7962,1987,PhD,Single,95169.0,0,0,2013-10-09,1,Spain,N0036,No Complain,0,2050,4,3,4,1,1360,1285.0,21.0,449.0,106.0,20.0,20.0,368,2015-03-09,True,False,False,False,True,True,362,2014-12-31,Landing Page,307,1
2681,1984,2n Cycle,Married,65370.0,0,0,2013-08-01,1,Spain,N0037,No Complain,0,1440,2,3,13,1,180,71.0,22.0,112.0,138.0,89.0,29.0,1691,2015-02-06,False,False,False,False,False,False,227,2014-12-16,Facebook,788,1
10141,1960,Master,Divorced,39228.0,0,0,2013-05-10,1,South Africa,N0038,No Complain,0,2109,0,0,3,4,1122,7.0,1.0,6.0,0.0,3.0,3.0,1533,2015-03-09,False,False,False,False,False,False,1207,2014-12-26,Email,1453,1
3725,1961,PhD,Single,84865.0,0,0,2013-05-09,1,Spain,N0039,No Complain,0,1027,2,4,9,4,702,1248.0,16.0,349.0,43.0,16.0,16.0,1407,2015-03-20,True,True,False,True,True,True,2148,2014-12-16,Website,2041,1
3767,1968,Graduation,Married,61314.0,0,1,2013-04-25,1,Spain,N0040,No Complain,0,1513,5,5,12,3,782,378.0,0.0,189.0,97.0,172.0,172.0,1253,2015-01-27,False,False,False,False,False,False,1838,2014-12-17,Landing Page,1113,2
5585,1972,Graduation,Single,21359.0,1,0,2013-04-20,1,Canada,N0041,No Complain,0,1204,2,0,3,8,8,12.0,2.0,17.0,6.0,1.0,10.0,319,2015-01-02,False,False,False,False,False,True,956,2014-12-23,Website,1731,2
7030,1955,PhD,Married,66465.0,0,1,2013-03-30,1,Spain,N0042,No Complain,0,1472,11,9,12,6,2187,1200.0,0.0,204.0,38.0,29.0,14.0,403,2015-02-01,True,False,False,False,False,False,405,2014-12-16,Facebook,1619,3
1524,1983,2n Cycle,Single,81698.0,0,0,2013-03-01,1,Spain,N0043,No Complain,0,1955,8,2,5,5,712,709.0,45.0,115.0,30.0,160.0,45.0,2181,2015-01-23,True,False,False,False,False,True,866,2014-12-28,Email,189,1
3657,1986,Graduation,Single,39146.0,1,0,2013-02-14,1,Spain,N0044,No Complain,0,552,4,0,4,8,1376,94.0,1.0,33.0,13.0,12.0,12.0,120,2015-02-11,False,False,False,False,False,False,651,2014-12-20,Website,2046,3
5740,1970,2n Cycle,Divorced,25959.0,1,1,2013-02-14,1,Spain,N0045,No Complain,0,2077,1,2,2,6,305,4.0,2.0,12.0,7.0,5.0,26.0,2229,2015-02-09,False,False,False,False,False,True,367,2014-12-16,Facebook,22,2
9595,1961,Graduation,Together,64260.0,0,0,2013-01-11,1,Spain,N0046,No Complain,0,187,4,5,4,3,621,539.0,169.0,816.0,20.0,0.0,30.0,156,2015-03-14,False,False,False,False,False,True,1230,2014-12-17,Email,700,1
3158,1973,Graduation,Married,32300.0,1,0,2013-01-03,1,Spain,N0047,No Complain,0,1455,1,0,3,8,764,13.0,3.0,6.0,6.0,5.0,6.0,436,2015-01-15,False,False,False,False,False,False,665,2014-12-28,Facebook,2035,1
5114,1965,Master,Married,74806.0,0,1,2012-12-19,1,Australia,N0048,No Complain,0,389,5,4,5,4,300,670.0,9.0,249.0,0.0,28.0,9.0,2203,2015-03-12,False,False,False,False,False,False,1814,2014-12-30,Email,1324,2
340,1970,Graduation,Divorced,72967.0,0,1,2012-12-15,1,Germany,N0049,No Complain,0,1059,7,2,8,5,2153,158.0,35.0,179.0,0.0,0.0,125.0,1431,2015-01-09,False,False,True,False,False,True,1762,2014-12-21,Landing Page,1578,2
8805,1960,Graduation,Single,48904.0,0,1,2012-12-02,1,United States,N0050,No Complain,0,2033,7,2,4,8,693,283.0,10.0,38.0,0.0,13.0,27.0,1489,2015-01-21,False,False,False,False,False,False,740,2014-12-28,Email,1015,4
1241,1984,2n Cycle,Married,14796.0,1,0,2012-09-17,1,Germany,N0051,No Complain,0,448,1,0,3,9,1397,13.0,3.0,8.0,7.0,4.0,16.0,1336,2015-03-04,False,False,False,False,False,True,365,2014-12-28,Email,735,2
1402,1954,Master,Married,66991.0,0,0,2012-09-11,1,Germany,N0052,No Complain,0,1371,4,8,6,3,79,496.0,36.0,460.0,189.0,60.0,12.0,217,2015-03-02,False,False,False,False,False,False,912,2014-12-29,Email,1392,3
7264,1978,2n Cycle,Single,52195.0,2,1,2014-05-12,2,South Africa,N0053,No Complain,0,1925,1,0,2,8,1032,12.0,0.0,4.0,0.0,0.0,1.0,538,2015-01-23,False,False,False,False,False,False,354,2014-12-21,Email,747,1
1619,1956,Graduation,Married,90369.0,0,0,2014-04-28,2,Spain,N0054,No Complain,0,1896,4,6,6,1,253,292.0,51.0,981.0,224.0,23.0,17.0,1290,2015-03-04,False,False,False,False,False,True,1860,2014-12-31,Landing Page,1634,1
6398,1974,Basic,Married,18393.0,1,0,2014-03-29,2,Spain,N0055,No Complain,0,684,3,0,3,8,1017,7.0,10.0,13.0,16.0,0.0,4.0,1157,2015-01-15,False,False,False,False,False,False,1460,2014-12-28,Email,2079,2
1857,1952,Graduation,Single,47139.0,1,1,2014-03-06,2,Spain,N0056,No Complain,0,325,2,1,2,7,1005,46.0,0.0,12.0,0.0,2.0,23.0,1227,2015-01-06,False,False,False,False,False,True,1263,2014-12-26,Email,1201,2
4877,1973,Master,Married,38576.0,0,1,2014-03-04,2,India,N0057,No Complain,0,195,1,0,3,7,1758,34.0,0.0,7.0,0.0,0.0,0.0,1387,2015-01-01,False,False,False,False,False,False,1216,2014-12-23,Facebook,1162,1
3066,1975,PhD,Together,61905.0,0,1,2014-02-04,2,South Africa,N0058,No Complain,0,1329,4,2,4,5,2096,167.0,0.0,43.0,6.0,2.0,13.0,213,2015-01-22,False,False,False,False,False,False,1398,2014-12-30,Website,471,2
10286,1962,Graduation,Married,83715.0,0,0,2014-02-03,2,South Africa,N0059,No Complain,0,980,2,8,13,0,953,318.0,8.0,407.0,150.0,35.0,8.0,466,2015-01-07,False,False,False,False,False,False,10,2014-12-22,Website,283,1
1992,1964,Graduation,Married,60597.0,0,1,2014-01-01,2,Spain,N0060,No Complain,0,151,2,2,8,7,170,522.0,0.0,257.0,32.0,16.0,66.0,1832,2015-01-20,True,False,False,False,False,True,314,2014-12-26,Website,1231,4
4246,1982,Master,Single,6560.0,0,0,2013-12-12,2,Spain,N0061,No Complain,0,1289,1,0,1,17,647,67.0,11.0,26.0,4.0,3.0,262.0,360,2015-01-24,False,False,False,False,False,False,1291,2014-12-28,Website,889,0
10623,1961,Master,Together,48330.0,0,1,2013-11-15,2,Spain,N0062,No Complain,0,783,1,0,3,5,106,28.0,0.0,4.0,0.0,0.0,0.0,2020,2015-03-10,False,False,False,False,False,False,1517,2014-12-23,Email,1613,1
4867,1968,PhD,Single,38236.0,1,1,2013-09-20,2,Spain,N0063,No Complain,0,1348,3,0,4,7,2003,58.0,0.0,18.0,2.0,0.0,10.0,534,2015-03-17,False,False,False,False,False,False,1169,2014-12-22,Website,1455,4
3112,1977,Master,Married,22701.0,1,0,2013-09-05,2,Spain,N0064,No Complain,0,508,1,0,3,5,878,2.0,4.0,9.0,0.0,4.0,5.0,528,2015-01-26,False,False,False,False,False,False,1375,2014-12-17,Email,1349,1
4865,1974,Master,Divorced,53367.0,1,1,2013-08-31,2,Australia,N0065,No Complain,0,11,5,1,8,7,210,229.0,7.0,140.0,10.0,3.0,11.0,188,2015-02-18,False,False,False,False,False,True,2135,2014-12-20,Website,159,7
6287,1986,Graduation,Together,34728.0,1,0,2013-07-30,2,Spain,N0066,No Complain,0,2015,1,1,2,6,997,14.0,0.0,16.0,0.0,0.0,6.0,1965,2015-02-11,False,False,False,False,False,True,2130,2014-12-27,Landing Page,759,1
4405,1956,Master,Married,63915.0,0,2,2013-07-30,2,Australia,N0067,No Complain,0,982,6,3,12,5,1742,622.0,7.0,115.0,30.0,0.0,15.0,1945,2015-03-22,False,False,False,False,False,False,872,2014-12-20,Website,829,2
5332,1960,2n Cycle,Married,82504.0,0,0,2013-07-27,2,India,N0068,No Complain,0,885,3,6,7,1,82,362.0,50.0,431.0,134.0,35.0,54.0,1085,2015-03-09,False,False,False,False,False,False,1039,2014-12-21,Landing Page,1253,1
1519,1972,PhD,Single,38578.0,1,1,2013-06-22,2,Spain,N0069,No Complain,0,176,3,0,3,8,1645,38.0,4.0,22.0,3.0,3.0,3.0,1660,2015-01-26,False,False,False,False,False,True,1302,2014-12-31,Facebook,1285,3
9080,1972,PhD,Single,38578.0,1,1,2013-06-22,2,Spain,N0070,No Complain,0,483,3,0,3,8,1355,38.0,4.0,22.0,3.0,3.0,3.0,76,2015-03-21,False,False,False,False,False,False,1220,2014-12-24,Email,394,3
1772,1975,PhD,Married,79174.0,0,0,2013-01-11,2,Canada,N0071,No Complain,0,186,5,6,7,2,986,1074.0,37.0,518.0,193.0,92.0,129.0,1736,2015-02-18,True,False,False,False,True,True,447,2014-12-15,Website,1867,1
5341,1962,2n Cycle,Divorced,81975.0,0,1,2013-01-05,2,South Africa,N0072,No Complain,0,2212,6,3,4,7,1011,983.0,76.0,184.0,180.0,138.0,27.0,531,2015-02-27,False,False,False,False,True,False,1626,2014-12-24,Facebook,1913,1
5510,1977,Master,Married,43263.0,0,1,2012-11-21,2,Spain,N0073,No Complain,0,1491,5,2,6,5,336,262.0,6.0,61.0,0.0,10.0,102.0,298,2015-01-27,False,False,False,False,False,False,1170,2014-12-29,Website,223,3
3887,1970,Graduation,Single,27242.0,1,0,2012-11-11,2,India,N0074,No Complain,0,928,2,0,3,9,1243,3.0,17.0,26.0,20.0,1.0,39.0,1940,2015-03-04,False,False,False,False,False,True,1062,2014-12-23,Email,1819,2
7022,1971,Graduation,Married,76445.0,1,0,2012-09-28,2,South Africa,N0075,No Complain,0,2173,2,5,13,6,1749,739.0,107.0,309.0,140.0,80.0,35.0,1779,2015-02-16,False,False,False,False,False,False,1429,2014-12-18,Website,519,1
9999,1965,Graduation,Together,75276.0,0,0,2012-09-27,2,Spain,N0076,No Complain,0,1606,9,4,9,5,1498,610.0,105.0,125.0,137.0,42.0,21.0,667,2015-01-30,False,False,False,False,False,False,126,2014-12-25,Email,2038,1
10352,1963,Graduation,Widow,34213.0,1,1,2012-09-07,2,South Africa,N0077,No Complain,0,1634,3,1,2,9,1747,50.0,4.0,28.0,6.0,3.0,26.0,852,2015-02-12,False,False,False,False,False,True,1636,2014-12-25,Website,206,3
7919,1976,PhD,Together,72335.0,0,0,2012-08-13,2,Spain,N0078,No Complain,0,420,10,4,8,8,634,1285.0,105.0,653.0,28.0,21.0,0.0,1379,2015-01-19,False,False,False,False,False,True,1796,2014-12-20,Website,944,1
4114,1964,Master,Married,79143.0,0,0,2012-08-11,2,Australia,N0079,No Complain,0,1543,6,9,13,3,796,650.0,37.0,780.0,27.0,167.0,32.0,2112,2015-03-23,False,False,False,False,False,False,699,2014-12-23,Landing Page,702,1
7990,1947,Graduation,Married,27469.0,0,0,2012-08-02,2,Canada,N0080,No Complain,0,352,0,0,3,6,1663,9.0,1.0,2.0,3.0,2.0,0.0,526,2015-03-29,False,False,False,False,False,False,66,2014-12-19,Website,40,1
9888,1969,Graduation,Together,68695.0,0,0,2014-06-25,3,Spain,N0081,No Complain,0,339,4,4,7,2,460,458.0,81.0,356.0,106.0,50.0,40.0,2163,2015-01-16,False,False,False,False,False,False,1257,2014-12-16,Website,356,1
4399,1969,Graduation,Together,68695.0,0,0,2014-06-25,3,Canada,N0082,No Complain,0,1054,4,4,7,2,571,458.0,81.0,356.0,106.0,50.0,40.0,987,2015-03-08,False,False,False,False,False,False,902,2014-12-27,Website,1087,1
4452,1957,Graduation,Single,50388.0,0,1,2014-05-28,3,Germany,N0083,No Complain,0,1591,6,1,6,7,1001,292.0,6.0,37.0,0.0,3.0,34.0,649,2015-01-29,True,False,False,True,False,True,1519,2014-12-18,Email,815,4
4785,1970,PhD,Together,77622.0,0,2,2014-04-14,3,South Africa,N0084,No Complain,0,288,6,3,11,3,1777,520.0,7.0,154.0,19.0,0.0,14.0,240,2015-03-22,False,False,False,False,False,False,980,2014-12-23,Website,767,2
8461,1962,Graduation,Divorced,46102.0,2,1,2014-03-10,3,Spain,N0085,No Complain,0,1553,1,0,2,7,976,14.0,0.0,1.0,0.0,0.0,1.0,1004,2015-01-09,False,False,False,False,False,False,1117,2014-12-25,Landing Page,422,1
3878,1980,2n Cycle,Single,31859.0,1,0,2014-02-27,3,Spain,N0086,No Complain,0,2214,1,0,3,7,171,3.0,4.0,7.0,15.0,8.0,11.0,648,2015-01-18,False,False,False,False,False,False,1909,2014-12-30,Website,1175,1
9612,1987,2n Cycle,Single,23830.0,0,0,2014-02-07,3,Spain,N0087,No Complain,0,1927,1,0,3,7,1390,1.0,8.0,6.0,4.0,8.0,16.0,616,2015-03-10,False,False,False,False,False,False,1991,2014-12-24,Landing Page,1703,1
4098,1973,Graduation,Married,24639.0,1,1,2014-01-28,3,Australia,N0088,No Complain,0,1077,2,0,4,6,1970,20.0,3.0,16.0,0.0,4.0,1.0,1712,2015-02-11,False,False,False,False,False,False,542,2014-12-31,Landing Page,1768,3
158,1945,PhD,Together,71604.0,0,0,2013-11-17,3,Spain,N0089,No Complain,0,927,8,3,5,4,103,345.0,53.0,528.0,98.0,75.0,97.0,386,2015-01-14,False,False,True,False,False,True,1660,2014-12-25,Facebook,401,1
3896,1984,Graduation,Married,27255.0,1,0,2013-11-07,3,Spain,N0090,No Complain,0,2049,1,0,3,7,1653,22.0,1.0,11.0,0.0,1.0,2.0,712,2015-03-04,False,False,False,False,False,False,1052,2014-12-25,Facebook,1999,1
9970,1977,Graduation,Together,55375.0,0,1,2013-10-17,3,Canada,N0091,No Complain,0,1372,1,1,6,2,1670,42.0,11.0,57.0,10.0,28.0,14.0,2153,2015-01-14,False,False,False,False,False,False,1141,2014-12-18,Landing Page,17,1
4002,1960,PhD,Married,77037.0,0,1,2013-10-13,3,Spain,N0092,No Complain,0,1430,7,7,12,3,1500,463.0,96.0,333.0,168.0,53.0,10.0,1487,2015-03-31,False,False,False,False,False,False,788,2014-12-23,Landing Page,398,1
10914,1970,Graduation,Single,24163.0,1,1,2013-10-12,3,Spain,N0093,No Complain,0,1882,1,0,3,4,2080,4.0,1.0,7.0,2.0,1.0,2.0,1123,2015-01-25,False,False,False,False,False,False,1710,2014-12-27,Landing Page,277,2
7279,1969,PhD,Together,69476.0,0,0,2013-09-30,3,United States,N0094,No Complain,0,1599,4,6,4,2,1901,260.0,86.0,559.0,63.0,9.0,67.0,636,2015-01-06,False,False,False,False,False,False,1376,2014-12-17,Email,197,1
10582,1979,Graduation,Married,72063.0,0,1,2013-07-03,3,Germany,N0095,No Complain,0,1123,5,2,12,2,209,180.0,32.0,348.0,76.0,32.0,90.0,2142,2015-03-07,False,False,False,False,False,False,938,2014-12-27,Facebook,1419,2
4470,1962,Master,Married,58646.0,0,1,2013-06-10,3,Spain,N0096,No Complain,0,1926,2,1,4,4,186,62.0,1.0,44.0,6.0,5.0,22.0,1257,2015-01-10,False,False,False,False,False,False,1413,2014-12-30,Landing Page,1923,1
6183,1962,Master,Married,58646.0,0,1,2013-06-10,3,Germany,N0097,No Complain,0,259,2,1,4,4,1444,62.0,1.0,44.0,6.0,5.0,22.0,1419,2015-01-17,False,False,False,False,False,False,188,2014-12-16,Email,728,1
6379,1949,Master,Widow,47570.0,1,1,2013-05-29,3,United States,N0098,No Complain,0,2204,2,2,2,7,1938,67.0,1.0,20.0,0.0,2.0,31.0,691,2015-02-10,False,False,False,False,False,True,290,2014-12-16,Website,981,3
8601,1980,Graduation,Married,80011.0,0,1,2013-04-29,3,Australia,N0099,No Complain,0,129,8,6,5,4,2035,421.0,76.0,536.0,82.0,178.0,102.0,61,2015-03-03,False,False,False,False,False,False,1358,2014-12-18,Website,1607,2
4827,1956,PhD,Single,54998.0,0,1,2013-03-10,3,Spain,N0100,No Complain,0,1962,4,2,9,4,487,154.0,22.0,202.0,39.0,30.0,8.0,17,2015-01-29,False,False,False,False,False,True,1596,2014-12-18,Website,1412,5
6715,1948,PhD,Single,60200.0,0,1,2013-01-02,3,Spain,N0101,No Complain,0,2201,6,2,11,6,2188,502.0,19.0,132.0,0.0,6.0,26.0,437,2015-02-04,False,False,False,False,False,False,1353,2014-12-15,Landing Page,1072,6
10676,1982,Graduation,Married,63211.0,0,0,2012-11-02,3,Spain,N0102,No Complain,0,1039,3,8,7,2,432,145.0,193.0,459.0,205.0,26.0,145.0,597,2015-02-03,False,False,False,False,False,True,1976,2014-12-30,Email,1987,2
1041,1973,PhD,Single,48432.0,0,1,2012-10-18,3,South Africa,N0103,No Complain,0,985,7,1,6,8,5,322.0,3.0,50.0,4.0,3.0,42.0,1903,2015-03-19,False,False,False,False,False,True,1176,2014-12-20,Website,732,5
492,1973,PhD,YOLO,48432.0,0,1,2012-10-18,3,Canada,N0104,No Complain,0,2142,7,1,6,8,1526,322.0,3.0,50.0,4.0,3.0,42.0,1113,2015-02-12,False,False,False,False,False,False,100,2014-12-27,Email,784,5
11133,1973,PhD,YOLO,48432.0,0,1,2012-10-18,3,India,N0105,No Complain,0,1324,7,1,6,8,145,322.0,3.0,50.0,4.0,3.0,42.0,650,2015-01-10,False,False,False,False,False,True,2117,2014-12-19,Website,2049,5
4491,1949,Master,Married,62845.0,1,1,2012-10-01,3,Spain,N0106,No Complain,0,887,3,4,10,8,138,1099.0,0.0,45.0,0.0,0.0,34.0,1118,2015-01-27,False,False,False,True,False,False,1682,2014-12-16,Landing Page,429,11
873,1949,Master,Married,62845.0,1,1,2012-10-01,3,Spain,N0107,No Complain,0,2046,3,4,10,8,1704,1099.0,0.0,45.0,0.0,0.0,34.0,1399,2015-03-09,False,False,False,True,False,True,889,2014-12-28,Email,2155,11
1631,1965,PhD,Together,65220.0,0,0,2012-09-03,3,Germany,N0108,No Complain,0,1910,8,4,7,6,1149,890.0,63.0,292.0,0.0,25.0,12.0,2147,2015-01-04,False,False,False,False,False,True,73,2014-12-27,Website,778,4
