User_ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Date_Enroll,Recency,Country,Complain_Category,Complain_Times,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,MntWines,MntFruits,MntMeats,MntFishs,MntSweets,MntGolds,Date_Response,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Date_Click,Channel_Type,NumDealsPurchases
2795,1958,Master,Single,30523.0,2,1,2013-07-01,0,Canada,No Complain,0,1,0,2,7,5.0,0.0,3.0,0.0,0.0,5.0,2015-03-28,False,False,False,False,False,False,2014-12-24,Landing Page,1
2285,1954,Master,Together,36634.0,0,1,2013-05-28,0,South Africa,No Complain,0,5,2,5,7,213.0,9.0,76.0,4.0,3.0,30.0,2015-03-12,False,False,False,False,False,False,2014-12-25,Email,3
115,1966,Master,Single,43456.0,0,1,2013-03-26,0,India,No Complain,0,5,1,8,5,275.0,11.0,68.0,25.0,7.0,7.0,2015-02-13,False,False,False,False,False,False,2014-12-23,Facebook,3
10470,1979,Master,Married,40662.0,1,0,2013-03-15,0,Germany,No Complain,0,2,1,3,4,40.0,2.0,23.0,0.0,4.0,23.0,2015-01-29,False,False,False,False,False,False,2014-12-17,Landing Page,2
4065,1976,PhD,Married,49544.0,1,0,2013-02-12,0,Spain,No Complain,0,5,1,8,7,308.0,0.0,73.0,0.0,0.0,23.0,2015-01-16,False,False,False,False,False,False,2014-12-19,Landing Page,2
10968,1969,Graduation,Single,57731.0,0,1,2012-11-23,0,India,No Complain,0,8,8,6,6,266.0,21.0,300.0,65.0,8.0,44.0,2015-03-25,False,False,False,False,False,False,2014-12-29,Email,4
5985,1965,Master,Single,33168.0,0,1,2012-10-13,0,Spain,No Complain,0,2,1,4,7,80.0,1.0,37.0,0.0,1.0,3.0,2015-03-26,False,False,False,False,False,False,2014-12-25,Facebook,3
5430,1956,Graduation,Together,54450.0,1,1,2012-09-14,0,Spain,No Complain,0,9,2,8,8,454.0,0.0,171.0,8.0,19.0,32.0,2015-03-24,False,False,False,False,False,False,2014-12-21,Email,12
8432,1956,Graduation,Together,54450.0,1,1,2012-09-14,0,Spain,No Complain,0,9,2,8,8,454.0,0.0,171.0,8.0,19.0,32.0,2015-01-29,False,False,False,False,False,False,2014-12-20,Website,12
453,1956,PhD,Widow,35340.0,1,1,2014-06-29,1,Spain,No Complain,0,2,0,3,5,27.0,0.0,12.0,0.0,1.0,5.0,2015-03-02,False,False,False,False,False,False,2014-12-29,Facebook,2
9687,1975,Graduation,Single,73170.0,0,0,2014-05-31,1,Canada,No Complain,0,5,4,6,2,184.0,174.0,256.0,50.0,30.0,32.0,2015-03-13,False,False,False,False,False,False,2014-12-25,Landing Page,1
8890,1971,PhD,Divorced,65808.0,1,1,2014-05-30,1,Spain,No Complain,0,5,1,5,6,155.0,7.0,80.0,13.0,7.0,10.0,2015-01-02,False,False,False,False,False,False,2014-12-23,Landing Page,3
9264,1986,Graduation,Married,79529.0,0,0,2014-04-27,1,Canada,No Complain,0,4,8,9,2,423.0,42.0,706.0,73.0,197.0,197.0,2015-03-31,False,False,False,False,False,False,2014-12-25,Landing Page,1
5824,1972,PhD,Together,34578.0,2,1,2014-04-11,1,Australia,No Complain,0,1,0,2,6,7.0,0.0,1.0,0.0,0.0,0.0,2015-01-10,False,False,False,False,False,False,2014-12-20,Landing Page,1
5794,1974,PhD,Married,46374.0,0,1,2014-03-17,1,India,No Complain,0,7,1,7,8,408.0,0.0,21.0,0.0,0.0,17.0,2015-03-05,True,False,False,True,False,True,2014-12-17,Email,3
3068,1990,Graduation,Married,18351.0,0,0,2013-10-29,1,Spain,No Complain,0,2,0,3,7,1.0,12.0,9.0,0.0,14.0,7.0,2015-03-27,False,False,False,False,False,False,2014-12-21,Email,1
7962,1987,PhD,Single,95169.0,0,0,2013-10-09,1,Spain,No Complain,0,4,3,4,1,1285.0,21.0,449.0,106.0,20.0,20.0,2015-01-05,True,False,False,False,True,True,2014-12-23,Website,1
2681,1984,2n Cycle,Married,65370.0,0,0,2013-08-01,1,Spain,No Complain,0,2,3,13,1,71.0,22.0,112.0,138.0,89.0,29.0,2015-01-01,False,False,False,False,False,False,2014-12-15,Facebook,1
10141,1960,Master,Divorced,39228.0,0,0,2013-05-10,1,South Africa,No Complain,0,0,0,3,4,7.0,1.0,6.0,0.0,3.0,3.0,2015-01-26,False,False,False,False,False,False,2014-12-19,Email,1
3725,1961,PhD,Single,84865.0,0,0,2013-05-09,1,Spain,No Complain,0,2,4,9,4,1248.0,16.0,349.0,43.0,16.0,16.0,2015-01-23,True,True,False,True,True,True,2014-12-28,Website,1
3767,1968,Graduation,Married,61314.0,0,1,2013-04-25,1,Spain,No Complain,0,5,5,12,3,378.0,0.0,189.0,97.0,172.0,172.0,2015-01-27,False,False,False,False,False,False,2014-12-18,Landing Page,2
5585,1972,Graduation,Single,21359.0,1,0,2013-04-20,1,Canada,No Complain,0,2,0,3,8,12.0,2.0,17.0,6.0,1.0,10.0,2015-01-26,False,False,False,False,False,True,2014-12-29,Landing Page,2
7030,1955,PhD,Married,66465.0,0,1,2013-03-30,1,Spain,No Complain,0,11,9,12,6,1200.0,0.0,204.0,38.0,29.0,14.0,2015-01-29,True,False,False,False,False,False,2014-12-23,Landing Page,3
1524,1983,2n Cycle,Single,81698.0,0,0,2013-03-01,1,Spain,No Complain,0,8,2,5,5,709.0,45.0,115.0,30.0,160.0,45.0,2015-02-20,True,False,False,False,False,True,2014-12-23,Landing Page,1
3657,1986,Graduation,Single,39146.0,1,0,2013-02-14,1,Spain,No Complain,0,4,0,4,8,94.0,1.0,33.0,13.0,12.0,12.0,2015-03-20,False,False,False,False,False,False,2014-12-15,Facebook,3
5740,1970,2n Cycle,Divorced,25959.0,1,1,2013-02-14,1,Spain,No Complain,0,1,2,2,6,4.0,2.0,12.0,7.0,5.0,26.0,2015-01-26,False,False,False,False,False,True,2014-12-19,Email,2
9595,1961,Graduation,Together,64260.0,0,0,2013-01-11,1,Spain,No Complain,0,4,5,4,3,539.0,169.0,816.0,20.0,0.0,30.0,2015-03-12,False,False,False,False,False,True,2014-12-30,Website,1
3158,1973,Graduation,Married,32300.0,1,0,2013-01-03,1,Spain,No Complain,0,1,0,3,8,13.0,3.0,6.0,6.0,5.0,6.0,2015-03-20,False,False,False,False,False,False,2014-12-29,Landing Page,1
5114,1965,Master,Married,74806.0,0,1,2012-12-19,1,Australia,No Complain,0,5,4,5,4,670.0,9.0,249.0,0.0,28.0,9.0,2015-03-01,False,False,False,False,False,False,2014-12-25,Website,2
340,1970,Graduation,Divorced,72967.0,0,1,2012-12-15,1,Germany,No Complain,0,7,2,8,5,158.0,35.0,179.0,0.0,0.0,125.0,2015-03-29,False,False,True,False,False,True,2014-12-19,Website,2
8805,1960,Graduation,Single,48904.0,0,1,2012-12-02,1,United States,No Complain,0,7,2,4,8,283.0,10.0,38.0,0.0,13.0,27.0,2015-03-07,False,False,False,False,False,False,2014-12-19,Landing Page,4
1241,1984,2n Cycle,Married,14796.0,1,0,2012-09-17,1,Germany,No Complain,0,1,0,3,9,13.0,3.0,8.0,7.0,4.0,16.0,2015-01-20,False,False,False,False,False,True,2014-12-23,Facebook,2
1402,1954,Master,Married,66991.0,0,0,2012-09-11,1,Germany,No Complain,0,4,8,6,3,496.0,36.0,460.0,189.0,60.0,12.0,2015-02-19,False,False,False,False,False,False,2014-12-24,Email,3
7264,1978,2n Cycle,Single,52195.0,2,1,2014-05-12,2,South Africa,No Complain,0,1,0,2,8,12.0,0.0,4.0,0.0,0.0,1.0,2015-03-14,False,False,False,False,False,False,2014-12-21,Website,1
1619,1956,Graduation,Married,90369.0,0,0,2014-04-28,2,Spain,No Complain,0,4,6,6,1,292.0,51.0,981.0,224.0,23.0,17.0,2015-02-25,False,False,False,False,False,True,2014-12-26,Email,1
6398,1974,Basic,Married,18393.0,1,0,2014-03-29,2,Spain,No Complain,0,3,0,3,8,7.0,10.0,13.0,16.0,0.0,4.0,2015-03-13,False,False,False,False,False,False,2014-12-21,Facebook,2
1857,1952,Graduation,Single,47139.0,1,1,2014-03-06,2,Spain,No Complain,0,2,1,2,7,46.0,0.0,12.0,0.0,2.0,23.0,2015-02-15,False,False,False,False,False,True,2014-12-25,Landing Page,2
4877,1973,Master,Married,38576.0,0,1,2014-03-04,2,India,No Complain,0,1,0,3,7,34.0,0.0,7.0,0.0,0.0,0.0,2015-02-02,False,False,False,False,False,False,2014-12-29,Email,1
3066,1975,PhD,Together,61905.0,0,1,2014-02-04,2,South Africa,No Complain,0,4,2,4,5,167.0,0.0,43.0,6.0,2.0,13.0,2015-02-21,False,False,False,False,False,False,2014-12-28,Email,2
10286,1962,Graduation,Married,83715.0,0,0,2014-02-03,2,South Africa,No Complain,0,2,8,13,0,318.0,8.0,407.0,150.0,35.0,8.0,2015-03-28,False,False,False,False,False,False,2014-12-19,Email,1
1992,1964,Graduation,Married,60597.0,0,1,2014-01-01,2,Spain,No Complain,0,2,2,8,7,522.0,0.0,257.0,32.0,16.0,66.0,2015-03-21,True,False,False,False,False,True,2014-12-26,Facebook,4
4246,1982,Master,Single,6560.0,0,0,2013-12-12,2,Spain,No Complain,0,1,0,1,17,67.0,11.0,26.0,4.0,3.0,262.0,2015-03-23,False,False,False,False,False,False,2014-12-16,Email,0
10623,1961,Master,Together,48330.0,0,1,2013-11-15,2,Spain,No Complain,0,1,0,3,5,28.0,0.0,4.0,0.0,0.0,0.0,2015-02-27,False,False,False,False,False,False,2014-12-24,Landing Page,1
4867,1968,PhD,Single,38236.0,1,1,2013-09-20,2,Spain,No Complain,0,3,0,4,7,58.0,0.0,18.0,2.0,0.0,10.0,2015-03-19,False,False,False,False,False,False,2014-12-20,Email,4
3112,1977,Master,Married,22701.0,1,0,2013-09-05,2,Spain,No Complain,0,1,0,3,5,2.0,4.0,9.0,0.0,4.0,5.0,2015-03-25,False,False,False,False,False,False,2014-12-30,Email,1
4865,1974,Master,Divorced,53367.0,1,1,2013-08-31,2,Australia,No Complain,0,5,1,8,7,229.0,7.0,140.0,10.0,3.0,11.0,2015-01-26,False,False,False,False,False,True,2014-12-29,Email,7
6287,1986,Graduation,Together,34728.0,1,0,2013-07-30,2,Spain,No Complain,0,1,1,2,6,14.0,0.0,16.0,0.0,0.0,6.0,2015-01-12,False,False,False,False,False,True,2014-12-21,Facebook,1
4405,1956,Master,Married,63915.0,0,2,2013-07-30,2,Australia,No Complain,0,6,3,12,5,622.0,7.0,115.0,30.0,0.0,15.0,2015-03-02,False,False,False,False,False,False,2014-12-22,Website,2
5332,1960,2n Cycle,Married,82504.0,0,0,2013-07-27,2,India,No Complain,0,3,6,7,1,362.0,50.0,431.0,134.0,35.0,54.0,2015-03-31,False,False,False,False,False,False,2014-12-17,Email,1
1519,1972,PhD,Single,38578.0,1,1,2013-06-22,2,Spain,No Complain,0,3,0,3,8,38.0,4.0,22.0,3.0,3.0,3.0,2015-02-06,False,False,False,False,False,True,2014-12-30,Facebook,3
9080,1972,PhD,Single,38578.0,1,1,2013-06-22,2,Spain,No Complain,0,3,0,3,8,38.0,4.0,22.0,3.0,3.0,3.0,2015-03-28,False,False,False,False,False,False,2014-12-27,Website,3
1772,1975,PhD,Married,79174.0,0,0,2013-01-11,2,Canada,No Complain,0,5,6,7,2,1074.0,37.0,518.0,193.0,92.0,129.0,2015-03-06,True,False,False,False,True,True,2014-12-15,Facebook,1
5341,1962,2n Cycle,Divorced,81975.0,0,1,2013-01-05,2,South Africa,No Complain,0,6,3,4,7,983.0,76.0,184.0,180.0,138.0,27.0,2015-01-26,False,False,False,False,True,False,2014-12-31,Facebook,1
5510,1977,Master,Married,43263.0,0,1,2012-11-21,2,Spain,No Complain,0,5,2,6,5,262.0,6.0,61.0,0.0,10.0,102.0,2015-02-17,False,False,False,False,False,False,2014-12-18,Facebook,3
3887,1970,Graduation,Single,27242.0,1,0,2012-11-11,2,India,No Complain,0,2,0,3,9,3.0,17.0,26.0,20.0,1.0,39.0,2015-02-12,False,False,False,False,False,True,2014-12-23,Landing Page,2
7022,1971,Graduation,Married,76445.0,1,0,2012-09-28,2,South Africa,No Complain,0,2,5,13,6,739.0,107.0,309.0,140.0,80.0,35.0,2015-02-01,False,False,False,False,False,False,2014-12-23,Facebook,1
9999,1965,Graduation,Together,75276.0,0,0,2012-09-27,2,Spain,No Complain,0,9,4,9,5,610.0,105.0,125.0,137.0,42.0,21.0,2015-03-16,False,False,False,False,False,False,2014-12-26,Facebook,1
10352,1963,Graduation,Widow,34213.0,1,1,2012-09-07,2,South Africa,No Complain,0,3,1,2,9,50.0,4.0,28.0,6.0,3.0,26.0,2015-02-05,False,False,False,False,False,True,2014-12-26,Facebook,3
7919,1976,PhD,Together,72335.0,0,0,2012-08-13,2,Spain,No Complain,0,10,4,8,8,1285.0,105.0,653.0,28.0,21.0,0.0,2015-01-04,False,False,False,False,False,True,2014-12-18,Facebook,1
4114,1964,Master,Married,79143.0,0,0,2012-08-11,2,Australia,No Complain,0,6,9,13,3,650.0,37.0,780.0,27.0,167.0,32.0,2015-01-09,False,False,False,False,False,False,2014-12-16,Landing Page,1
7990,1947,Graduation,Married,27469.0,0,0,2012-08-02,2,Canada,No Complain,0,0,0,3,6,9.0,1.0,2.0,3.0,2.0,0.0,2015-01-22,False,False,False,False,False,False,2014-12-31,Facebook,1
9888,1969,Graduation,Together,68695.0,0,0,2014-06-25,3,Spain,No Complain,0,4,4,7,2,458.0,81.0,356.0,106.0,50.0,40.0,2015-02-26,False,False,False,False,False,False,2014-12-18,Landing Page,1
4399,1969,Graduation,Together,68695.0,0,0,2014-06-25,3,Canada,No Complain,0,4,4,7,2,458.0,81.0,356.0,106.0,50.0,40.0,2015-01-22,False,False,False,False,False,False,2014-12-24,Website,1
4452,1957,Graduation,Single,50388.0,0,1,2014-05-28,3,Germany,No Complain,0,6,1,6,7,292.0,6.0,37.0,0.0,3.0,34.0,2015-03-06,True,False,False,True,False,True,2014-12-30,Landing Page,4
4785,1970,PhD,Together,77622.0,0,2,2014-04-14,3,South Africa,No Complain,0,6,3,11,3,520.0,7.0,154.0,19.0,0.0,14.0,2015-03-21,False,False,False,False,False,False,2014-12-20,Website,2
8461,1962,Graduation,Divorced,46102.0,2,1,2014-03-10,3,Spain,No Complain,0,1,0,2,7,14.0,0.0,1.0,0.0,0.0,1.0,2015-03-29,False,False,False,False,False,False,2014-12-29,Website,1
3878,1980,2n Cycle,Single,31859.0,1,0,2014-02-27,3,Spain,No Complain,0,1,0,3,7,3.0,4.0,7.0,15.0,8.0,11.0,2015-02-23,False,False,False,False,False,False,2014-12-25,Website,1
9612,1987,2n Cycle,Single,23830.0,0,0,2014-02-07,3,Spain,No Complain,0,1,0,3,7,1.0,8.0,6.0,4.0,8.0,16.0,2015-01-06,False,False,False,False,False,False,2014-12-28,Website,1
4098,1973,Graduation,Married,24639.0,1,1,2014-01-28,3,Australia,No Complain,0,2,0,4,6,20.0,3.0,16.0,0.0,4.0,1.0,2015-02-06,False,False,False,False,False,False,2014-12-15,Email,3
158,1945,PhD,Together,71604.0,0,0,2013-11-17,3,Spain,No Complain,0,8,3,5,4,345.0,53.0,528.0,98.0,75.0,97.0,2015-02-23,False,False,True,False,False,True,2014-12-31,Email,1
3896,1984,Graduation,Married,27255.0,1,0,2013-11-07,3,Spain,No Complain,0,1,0,3,7,22.0,1.0,11.0,0.0,1.0,2.0,2015-03-31,False,False,False,False,False,False,2014-12-31,Website,1
9970,1977,Graduation,Together,55375.0,0,1,2013-10-17,3,Canada,No Complain,0,1,1,6,2,42.0,11.0,57.0,10.0,28.0,14.0,2015-03-16,False,False,False,False,False,False,2014-12-27,Email,1
4002,1960,PhD,Married,77037.0,0,1,2013-10-13,3,Spain,No Complain,0,7,7,12,3,463.0,96.0,333.0,168.0,53.0,10.0,2015-01-02,False,False,False,False,False,False,2014-12-27,Facebook,1
10914,1970,Graduation,Single,24163.0,1,1,2013-10-12,3,Spain,No Complain,0,1,0,3,4,4.0,1.0,7.0,2.0,1.0,2.0,2015-01-15,False,False,False,False,False,False,2014-12-23,Email,2
7279,1969,PhD,Together,69476.0,0,0,2013-09-30,3,United States,No Complain,0,4,6,4,2,260.0,86.0,559.0,63.0,9.0,67.0,2015-03-12,False,False,False,False,False,False,2014-12-21,Facebook,1
10582,1979,Graduation,Married,72063.0,0,1,2013-07-03,3,Germany,No Complain,0,5,2,12,2,180.0,32.0,348.0,76.0,32.0,90.0,2015-02-20,False,False,False,False,False,False,2014-12-25,Website,2
4470,1962,Master,Married,58646.0,0,1,2013-06-10,3,Spain,No Complain,0,2,1,4,4,62.0,1.0,44.0,6.0,5.0,22.0,2015-01-08,False,False,False,False,False,False,2014-12-20,Email,1
6183,1962,Master,Married,58646.0,0,1,2013-06-10,3,Germany,No Complain,0,2,1,4,4,62.0,1.0,44.0,6.0,5.0,22.0,2015-03-29,False,False,False,False,False,False,2014-12-30,Landing Page,1
6379,1949,Master,Widow,47570.0,1,1,2013-05-29,3,United States,No Complain,0,2,2,2,7,67.0,1.0,20.0,0.0,2.0,31.0,2015-03-11,False,False,False,False,False,True,2014-12-25,Website,3
8601,1980,Graduation,Married,80011.0,0,1,2013-04-29,3,Australia,No Complain,0,8,6,5,4,421.0,76.0,536.0,82.0,178.0,102.0,2015-02-12,False,False,False,False,False,False,2014-12-20,Email,2
4827,1956,PhD,Single,54998.0,0,1,2013-03-10,3,Spain,No Complain,0,4,2,9,4,154.0,22.0,202.0,39.0,30.0,8.0,2015-03-03,False,False,False,False,False,True,2014-12-25,Email,5
6715,1948,PhD,Single,60200.0,0,1,2013-01-02,3,Spain,No Complain,0,6,2,11,6,502.0,19.0,132.0,0.0,6.0,26.0,2015-03-03,False,False,False,False,False,False,2014-12-17,Facebook,6
10676,1982,Graduation,Married,63211.0,0,0,2012-11-02,3,Spain,No Complain,0,3,8,7,2,145.0,193.0,459.0,205.0,26.0,145.0,2015-03-09,False,False,False,False,False,True,2014-12-30,Landing Page,2
1041,1973,PhD,Single,48432.0,0,1,2012-10-18,3,South Africa,No Complain,0,7,1,6,8,322.0,3.0,50.0,4.0,3.0,42.0,2015-03-23,False,False,False,False,False,True,2014-12-23,Landing Page,5
492,1973,PhD,YOLO,48432.0,0,1,2012-10-18,3,Canada,No Complain,0,7,1,6,8,322.0,3.0,50.0,4.0,3.0,42.0,2015-03-29,False,False,False,False,False,False,2014-12-21,Facebook,5
11133,1973,PhD,YOLO,48432.0,0,1,2012-10-18,3,India,No Complain,0,7,1,6,8,322.0,3.0,50.0,4.0,3.0,42.0,2015-02-06,False,False,False,False,False,True,2014-12-25,Email,5
4491,1949,Master,Married,62845.0,1,1,2012-10-01,3,Spain,No Complain,0,3,4,10,8,1099.0,0.0,45.0,0.0,0.0,34.0,2015-02-18,False,False,False,True,False,False,2014-12-22,Website,11
873,1949,Master,Married,62845.0,1,1,2012-10-01,3,Spain,No Complain,0,3,4,10,8,1099.0,0.0,45.0,0.0,0.0,34.0,2015-01-18,False,False,False,True,False,True,2014-12-21,Facebook,11
1631,1965,PhD,Together,65220.0,0,0,2012-09-03,3,Germany,No Complain,0,8,4,7,6,890.0,63.0,292.0,0.0,25.0,12.0,2015-02-23,False,False,False,False,False,True,2014-12-22,Landing Page,4
8278,1990,PhD,Married,74214.0,0,0,2012-08-26,3,Spain,No Complain,0,8,2,5,5,863.0,83.0,547.0,86.0,99.0,33.0,2015-01-18,False,False,False,False,False,False,2014-12-30,Website,1
6815,1980,2n Cycle,Married,96547.0,0,0,2014-05-23,4,Spain,No Complain,0,7,6,8,2,448.0,21.0,125.0,52.0,101.0,62.0,2015-01-04,True,False,True,False,True,True,2014-12-19,Landing Page,0
254,1955,Graduation,Together,53863.0,0,1,2014-05-17,4,Spain,No Complain,0,7,1,7,7,399.0,4.0,30.0,6.0,4.0,30.0,2015-02-26,False,False,False,True,False,False,2014-12-16,Landing Page,3
1349,1970,Graduation,Married,50447.0,2,0,2014-04-21,4,India,No Complain,0,3,1,3,6,85.0,7.0,24.0,2.0,3.0,27.0,2015-02-13,False,False,False,False,False,False,2014-12-21,Facebook,1
2534,1953,Graduation,Married,37716.0,0,1,2014-04-21,4,Australia,No Complain,0,4,1,3,7,97.0,1.0,41.0,6.0,2.0,41.0,2015-01-15,False,False,False,False,False,False,2014-12-18,Email,2
2130,1982,Graduation,Together,45203.0,2,0,2014-03-23,4,South Africa,No Complain,0,3,1,3,6,35.0,3.0,67.0,10.0,8.0,24.0,2015-02-13,False,False,False,False,False,True,2014-12-18,Email,1
2296,1975,Master,Married,37368.0,1,0,2013-12-16,4,Spain,No Complain,0,1,0,2,6,3.0,2.0,11.0,2.0,2.0,10.0,2015-02-03,False,False,True,False,False,False,2014-12-18,Website,1
3799,1955,Graduation,Married,67225.0,0,1,2013-11-26,4,United States,No Complain,0,7,2,11,5,315.0,35.0,322.0,46.0,7.0,143.0,2015-01-05,False,False,False,False,False,False,2014-12-31,Facebook,3
11084,1976,Master,Together,65104.0,0,1,2013-11-14,4,Canada,No Complain,0,3,5,7,7,738.0,0.0,232.0,13.0,20.0,50.0,2015-01-22,False,False,False,False,False,True,2014-12-19,Email,2
5172,1976,Master,Together,65104.0,0,1,2013-11-14,4,Spain,No Complain,0,3,5,7,7,738.0,0.0,232.0,13.0,20.0,50.0,2015-03-05,False,False,False,False,False,False,2014-12-28,Facebook,2
9504,1949,Master,Married,81698.0,0,0,2013-11-06,4,Spain,No Complain,0,3,8,13,1,179.0,28.0,520.0,111.0,123.0,47.0,2015-02-14,False,False,False,False,False,True,2014-12-21,Landing Page,1
850,1968,Graduation,Single,70566.0,0,1,2013-10-06,4,Spain,No Complain,0,6,5,9,3,381.0,28.0,215.0,84.0,28.0,21.0,2015-03-12,False,False,False,False,False,False,2014-12-19,Facebook,2
4477,1958,Graduation,Together,69096.0,0,1,2013-09-27,4,Germany,No Complain,0,5,2,10,4,247.0,49.0,159.0,7.0,82.0,109.0,2015-01-07,False,False,False,False,False,False,2014-12-22,Facebook,1
1945,1962,Graduation,Married,71434.0,0,1,2013-09-18,4,Spain,No Complain,0,7,4,7,4,711.0,36.0,217.0,172.0,96.0,168.0,2015-01-16,True,False,False,True,False,False,2014-12-15,Facebook,3
7685,1978,Graduation,Married,33039.0,1,0,2013-09-09,4,Spain,No Complain,0,2,0,4,5,30.0,8.0,12.0,8.0,8.0,12.0,2015-02-26,False,False,False,False,False,False,2014-12-27,Facebook,1
6310,1978,Graduation,Married,33039.0,1,0,2013-09-09,4,Canada,No Complain,0,2,0,4,5,30.0,8.0,12.0,8.0,8.0,12.0,2015-03-15,False,False,False,False,False,False,2014-12-19,Email,1
10832,1958,Graduation,Together,46610.0,0,0,2013-07-18,4,Spain,No Complain,0,6,1,6,6,288.0,10.0,30.0,4.0,10.0,125.0,2015-03-19,False,False,False,False,False,False,2014-12-17,Website,1
3025,1958,Graduation,Single,49967.0,0,1,2013-07-08,4,Canada,No Complain,0,6,1,5,7,212.0,6.0,69.0,4.0,12.0,3.0,2015-03-18,False,False,False,False,False,False,2014-12-24,Email,3
